"","NumOfC","NumOfN","NumHBondDonors","NumOfConf","parentspecies","C.C..non.aromatic.","hydroxyl..alkyl.","aldehyde","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","hydroperoxide","log_pSat_Pa"
"8857",6,0,1,3.52636052461616,"apin",0,1,1,0,0,0,0,0,0,-0.597871502305196
"8858",6,0,2,2.89037175789616,"toluene",0,0,0,0,0,0,0,0,2,-5.63593197443013
"8859",3,1,2,2.07944154167984,"toluene",0,2,0,0,0,0,0,1,0,-2.76958597969259
"8860",10,2,1,5.95842469302978,"apin",0,0,0,0,0,0,1,0,1,-5.27451187337992
"8861",9,0,2,5.95324333428778,"apin",0,0,2,0,0,0,0,0,2,-7.90523199295396
"8862",7,1,2,4.35670882668959,"toluene",0,1,0,0,0,1,0,0,0,-1.69940839392728
"8863",8,2,2,5.95324333428778,"apin",0,0,0,1,0,0,1,0,1,-6.30108470485
"8864",5,1,2,5.15329159449778,"toluene",0,1,0,1,1,0,1,0,0,-3.94945871995736
"8865",7,1,5,6.50578406012823,"toluene",0,1,0,2,0,1,1,0,2,-14.4171820760684
"8866",6,2,3,5.12396397940326,"toluene",0,2,0,1,0,0,2,0,0,-7.20277556938735
"8867",7,1,4,4.76217393479776,"toluene",0,2,0,0,0,0,1,0,0,-8.21507988499429
"8868",7,1,2,1.6094379124341,"",0,1,0,1,0,0,0,1,0,-9.05406214825248
"8869",6,2,2,4.06044301054642,"toluene",0,1,0,0,0,0,1,1,1,-3.64499010638947
"8870",5,1,2,4.63472898822964,"toluene",0,1,1,0,0,1,1,0,1,-1.3750659754375
"8871",6,1,4,5.94542060860658,"toluene",0,2,1,0,0,0,0,1,1,-9.56560946393996
"8872",6,1,3,4.11087386417331,"toluene",1,1,0,1,0,1,0,1,0,-6.08849841849765
"8873",10,2,1,5.93489419561959,"apin",0,0,0,1,0,0,2,0,0,-7.15237474699245
"8874",4,1,3,4.97673374242057,"toluene",0,0,0,0,0,1,1,0,2,-4.43663738468223
"8875",8,0,3,6.54821910276237,"apin",0,1,1,0,0,0,0,0,2,-10.3159613464012
"8876",8,1,1,4.59511985013459,"decane",0,0,1,0,0,0,1,0,1,-3.04879392407299
"8877",7,1,3,6.29156913955832,"apin",0,1,1,0,0,0,1,0,2,-8.06982532071616
"8878",7,0,4,5.2257466737132,"toluene",0,3,1,1,0,0,0,0,0,-6.20071307550366
"8879",10,2,2,5.6970934865054,"apin",0,0,0,0,0,0,2,0,2,-9.36582320918138
"8880",6,1,3,6.15909538849193,"toluene",0,1,1,0,1,0,1,0,1,-6.67855211606274
"8881",7,1,2,5.10594547390058,"apin",0,0,1,0,0,0,1,0,1,-5.02921958924933
"8882",6,1,3,3.46573590279973,"toluene",1,2,0,0,0,0,1,0,1,-7.53700333456089
"8883",7,1,3,5.44241771052179,"toluene",0,1,0,2,0,0,1,0,0,-9.55571720283145
"8884",9,2,2,4.33073334028633,"apin",0,1,0,0,0,0,2,0,1,-7.64226583133872
"8885",8,0,1,2.63905732961526,"apin",0,0,1,0,0,0,0,0,1,-1.04996131736208
"8886",10,1,2,6.22059017009974,"apin",0,0,1,0,0,0,1,0,2,-9.50912680291155
"8887",6,1,2,5.4249500174814,"toluene",0,0,1,0,0,1,1,0,2,-4.93417002610954
"8888",9,2,1,5.8636311755981,"apin",0,1,1,0,0,0,2,0,0,-2.14983379971291
"8889",6,2,2,4.02535169073515,"toluene",0,2,1,0,0,0,0,1,0,-3.62822262022591
"8890",5,1,1,4.38202663467388,"toluene",0,1,1,0,1,0,0,0,0,-1.47002113627196
"8891",6,1,1,4.61512051684126,"toluene",0,0,1,1,0,0,0,1,0,-3.61042184291342
"8892",8,1,2,5.74300318780948,"apin",0,0,0,0,0,0,1,0,2,-5.49972731172431
"8893",7,1,4,5.98393628068719,"toluene",0,2,1,0,0,1,1,0,1,-8.11601422663394
"8894",6,2,3,5.98393628068719,"toluene",0,2,0,0,0,0,1,0,1,-4.08584644504533
"8895",7,2,3,6.6682282484174,"apin",0,2,0,0,0,0,2,0,1,-6.93107818555785
"8896",7,0,1,0,"toluene",0,0,1,0,0,0,0,0,0,-2.5422353700681
"8897",6,2,3,5.72031177660741,"toluene",0,2,0,0,0,0,1,0,1,-4.36483359507831
"8898",7,0,4,4.40671924726425,"toluene",1,2,0,2,0,0,0,0,0,-15.2791031801389
"8899",7,1,4,6.06610809010375,"toluene",0,1,0,1,0,1,0,0,2,-7.92917037279743
"8900",5,1,3,5.53338948872752,"toluene",0,2,1,0,1,0,0,0,1,-2.76113943060749
"8901",7,0,3,5.34233425196481,"toluene",0,1,1,1,0,1,0,0,1,-8.39048765115163
"8902",7,0,4,6.79122146272619,"toluene",0,2,0,1,2,0,0,0,1,-10.7642011035902
"8903",6,1,3,6.29710931993394,"toluene",0,2,0,0,0,0,1,0,1,-1.72813282430352
"8904",6,0,1,3.80666248977032,"toluene",0,0,1,0,2,0,0,0,1,-0.48820598844706
"8905",7,0,4,5.74939298590825,"toluene",0,2,0,0,0,1,0,0,1,-14.1661270641761
"8906",7,1,4,6.56807791141198,"toluene",0,3,0,1,2,0,1,0,0,-10.3512640241688
"8907",7,1,3,4.29045944114839,"toluene",0,1,0,0,0,0,1,0,1,-9.50695804020991
"8908",10,0,3,6.20253551718792,"apin",0,2,2,0,0,0,0,0,1,-13.5334433518315
"8909",7,1,3,4.89783979995091,"toluene",0,1,0,0,0,0,0,0,2,-6.39409772224706
"8910",6,1,2,5.80211837537706,"toluene",0,1,2,0,1,0,1,0,1,-4.57447840440438
"8911",7,1,2,5.01063529409626,"toluene",0,1,1,0,0,0,0,0,1,-4.61654645688335
"8912",10,2,1,6.12686918411419,"apin",0,1,0,0,0,0,2,0,0,-6.72718992775726
"8913",7,0,4,5.94803498918065,"toluene",0,1,1,1,0,0,0,0,2,-8.83319446104717
"8914",5,1,3,5.36597601502185,"toluene",0,1,0,0,0,0,0,1,1,-4.33890403528301
"8915",10,1,0,3.8286413964891,"decane",0,0,0,0,0,0,1,0,0,-2.89688630350226
"8916",4,0,2,3.80666248977032,"toluene",0,0,1,0,1,0,0,0,1,-4.45279757904606
"8917",7,1,1,3.40119738166216,"apin",0,0,1,0,0,0,1,0,0,-0.505018981300981
"8918",7,1,2,5.85220247977447,"apin",0,1,2,0,0,0,1,0,1,-7.09198966876677
"8919",7,1,5,6.39859493453521,"toluene",0,4,1,0,0,1,1,0,1,-12.0495758044536
"8920",7,2,3,4.06044301054642,"toluene",0,3,0,0,0,0,2,0,0,-4.3412323951262
"8921",7,0,1,3.04452243772342,"toluene",0,1,2,0,0,1,0,0,0,-2.11469799515764
"8922",9,2,0,3.98898404656427,"apin",0,0,1,0,0,0,2,0,0,-3.25798413236591
"8923",6,2,2,5.32787616878958,"toluene",0,1,0,0,1,0,1,0,0,-3.67048221337004
"8924",5,0,5,5.35658627467201,"toluene",0,3,0,1,0,0,0,0,0,-5.12018008642111
"8925",10,2,1,5.04342511691925,"decane",0,0,0,0,0,0,2,0,1,-4.05360515671534
"8926",6,2,3,6.16120732169508,"toluene",0,1,0,1,0,0,2,0,0,-7.25087806621588
"8927",6,1,2,5.64544689764324,"toluene",0,0,1,1,1,0,1,0,1,-4.42018595908363
"8928",6,1,1,3.78418963391826,"toluene",0,0,1,1,0,1,1,0,0,-4.61201086757905
"8929",8,0,2,5.46806014113513,"decane",0,1,0,0,0,0,0,0,1,-5.50464020423144
"8930",6,0,4,5.50938833662798,"toluene",0,2,1,1,0,1,0,0,1,-9.09458233512971
"8931",7,1,4,6.25190388316589,"toluene",0,1,0,1,0,1,0,1,2,-15.0153314151344
"8932",6,1,2,4.70048036579242,"toluene",0,0,0,2,0,0,1,0,0,-5.52751244457339
"8933",7,1,2,5.59098698051086,"apin",0,0,0,0,0,0,1,0,1,-6.36188948693257
"8934",5,1,2,3.76120011569356,"toluene",0,1,1,0,0,1,1,0,0,-3.9289489996741
"8935",9,1,1,4.89783979995091,"apin",0,0,1,0,0,0,1,0,1,-5.51753565784485
"8936",6,2,3,5.68357976733868,"toluene",0,3,1,0,0,0,1,0,0,-4.10866124983003
"8937",6,0,4,4.90527477843843,"toluene",0,1,0,1,0,1,0,0,1,-5.15728080342771
"8938",6,1,1,4.36944785246702,"toluene",0,0,2,0,0,0,1,0,0,-5.17182111423312
"8939",6,1,3,4.07753744390572,"toluene",0,2,0,0,0,0,1,0,0,-6.79101920511956
"8940",6,0,2,3.3322045101752,"toluene",0,1,0,1,1,0,0,0,0,-7.23462127105143
"8941",7,2,1,4.53259949315326,"toluene",0,1,1,0,0,1,1,0,0,-1.20006231296902
"8942",10,0,4,6.82328612235569,"apin",0,1,1,0,0,0,0,0,3,-12.4564748697515
"8943",6,1,3,3.73766961828337,"toluene",1,1,0,1,1,0,0,1,0,-8.80262630304596
"8944",6,1,1,3.8286413964891,"toluene",0,0,1,0,1,0,0,1,1,-0.0893370924715584
"8945",5,0,5,5.4553211153577,"toluene",0,3,1,0,0,0,0,0,2,-7.55727358889879
"8946",7,1,3,5.93224518744801,"toluene",0,1,1,1,2,0,1,0,0,-6.72373689960125
"8947",7,0,5,5.3890717298165,"toluene",0,4,1,0,0,0,0,0,0,-9.45935284655441
"8948",7,2,2,5.02388052084628,"toluene",0,1,0,1,0,1,1,0,0,-5.33721231186946
"8949",7,2,3,5.99893656194668,"toluene",0,0,0,0,0,1,1,1,2,-8.18379728545431
"8950",6,1,3,6.45519856334012,"toluene",0,1,1,1,0,0,1,0,1,-5.98936172546213
"8951",6,1,3,5.52942908751142,"toluene",0,1,1,0,0,1,1,0,1,-5.86492933350946
"8952",7,2,2,5.74300318780948,"toluene",0,0,1,0,0,1,0,2,2,-5.34944438900774
"8953",7,0,3,5.76519110278484,"toluene",0,1,1,1,0,1,0,0,1,-9.94570228260078
"8954",6,1,2,5.18738580584075,"apin",0,0,0,0,0,0,1,0,1,-3.51713766470666
"8955",8,0,3,5.14166355650266,"apin",0,2,0,0,0,0,0,0,0,-9.52545741851966
"8956",9,1,2,5.81413053182507,"apin",0,0,0,0,0,0,1,0,1,-7.62428864928903
"8957",7,2,1,5.91350300563827,"toluene",0,0,0,0,1,0,1,0,1,-3.69761756155385
"8958",7,2,2,2.70805020110221,"toluene",1,1,0,0,0,0,1,1,1,-2.24643517687134
"8959",6,1,2,5.08759633523238,"toluene",0,0,0,0,0,1,1,0,1,-5.95760014783519
"8960",8,0,2,5.66988092298052,"apin",0,0,2,0,0,0,0,0,2,-6.65625249531246
"8961",5,0,4,6.41345895716736,"toluene",0,2,1,0,0,0,0,0,2,-6.955266671866
"8962",7,1,2,4.85203026391962,"apin",0,0,1,0,0,0,1,0,1,-3.93819612775894
"8963",7,1,3,6.18826412308259,"apin",0,0,0,1,0,0,1,0,1,-8.58326573352153
"8964",7,0,4,3.8286413964891,"toluene",1,2,0,1,0,0,0,0,1,-12.4107882194499
"8965",7,2,2,6.04973345523196,"apin",0,0,1,0,0,0,1,0,2,-4.94053827403652
"8966",6,2,4,4.65396035015752,"toluene",0,3,1,0,0,0,1,1,0,-6.88119853821899
"8967",10,0,2,5.92425579741453,"apin",0,0,1,1,0,0,0,0,1,-7.6531151229181
"8968",7,0,2,2.77258872223978,"",0,2,0,0,0,1,0,0,0,-4.79483949755581
"8969",6,2,3,5.45958551414416,"toluene",0,2,0,0,0,0,1,0,0,-5.24137763201414
"8970",4,1,2,4.92725368515721,"toluene",0,0,0,1,1,0,1,0,1,-3.53566256666756
"8971",9,1,3,6.45519856334012,"apin",0,1,1,1,0,0,0,0,1,-8.07161274193879
"8972",4,1,2,2.56494935746154,"toluene",1,0,0,2,0,0,0,1,0,-2.07419825815516
"8973",10,1,1,4.77912349311153,"decane",0,0,0,0,0,0,1,0,0,-3.73414212053617
"8974",7,1,2,6.00141487796115,"apin",0,1,2,0,0,0,1,0,0,-3.31028054560665
"8975",9,1,2,5.75890177387728,"apin",0,1,2,0,0,0,1,0,1,-4.92396559853713
"8976",9,1,3,5.87211778947542,"apin",0,1,1,1,0,0,1,0,0,-6.75969435498901
"8977",7,1,2,4.60517018598809,"toluene",0,1,0,1,0,0,0,0,0,-4.7978989638286
"8978",9,0,2,5.7037824746562,"apin",0,0,1,1,0,0,0,0,1,-6.56841666609454
"8979",7,2,3,6.15485809401642,"toluene",0,1,0,1,0,1,1,1,1,-7.88451793364835
"8980",6,1,1,3.46573590279973,"apin",0,0,0,0,0,0,1,0,1,-0.188222762501314
"8981",5,0,4,5.52942908751142,"toluene",0,1,1,0,0,1,0,0,2,-8.89630741247179
"8982",6,1,3,5.8664680569333,"toluene",0,1,1,0,1,0,1,0,1,-8.76312775490613
"8983",10,2,2,5.95842469302978,"apin",0,0,0,0,0,0,1,0,2,-6.45241981854446
"8984",7,1,3,5.29330482472449,"toluene",1,1,0,1,0,0,1,0,1,-8.99202454759925
"8985",7,2,1,4.8283137373023,"apin",0,0,0,0,0,0,2,0,1,-1.49069860097275
"8986",5,0,3,4.82028156560504,"toluene",0,1,1,0,0,1,0,0,1,-4.81018356116036
"8987",5,1,3,5.13579843705026,"toluene",0,1,1,0,0,0,0,1,2,-8.04662048039064
"8988",7,0,3,3.40119738166216,"toluene",1,1,0,0,0,0,0,0,0,-9.76966261039069
"8989",10,0,2,6.0282785202307,"decane",0,0,0,0,0,0,0,0,2,-6.04119930198356
"8990",9,1,3,3.93182563272433,"apin",0,1,0,0,0,0,1,0,1,-10.6591685941699
"8991",6,2,5,4.62497281328427,"toluene",0,3,0,0,0,0,1,1,2,-8.56863103941728
"8992",5,1,1,3.36729582998647,"toluene",0,1,0,0,1,0,0,0,0,-2.91655223438909
"8993",9,2,0,4.06044301054642,"apin",0,0,1,0,0,0,2,0,0,-2.24291120120767
"8994",9,2,1,5.41610040220442,"apin",0,0,0,0,0,0,1,0,1,-5.24531580472811
"8995",9,2,1,4.06044301054642,"apin",0,0,1,0,0,0,2,0,1,-4.9027772633043
"8996",10,2,2,6.12468339089421,"decane",0,1,0,0,0,0,2,0,1,-8.11797343121527
"8997",7,2,4,6.34738920965601,"toluene",0,2,0,0,1,0,2,0,2,-7.49603280225651
"8998",3,2,1,3.52636052461616,"toluene",0,0,1,0,0,0,1,1,1,2.48242928761493
"8999",6,1,2,5.49306144334055,"apin",0,0,0,0,0,0,1,0,2,-5.46798793303887
"9000",6,1,2,6.10479323241498,"toluene",0,0,1,1,0,0,1,0,1,-5.70980242480985
"9001",7,1,3,5.73979291217923,"toluene",0,1,1,1,0,1,0,0,1,-7.80301787145927
"9002",7,1,3,5.41610040220442,"toluene",0,2,1,1,0,1,0,0,0,-6.93934176846918
"9003",7,1,2,6.04500531403601,"toluene",0,0,1,1,1,0,0,0,1,-5.86547483015337
"9004",6,1,2,5.16478597392351,"toluene",0,0,1,0,1,0,1,0,1,-6.69030129222358
"9005",5,1,3,5.8111409929767,"toluene",0,1,0,1,0,0,0,0,1,-4.59544034186308
"9006",7,0,1,2.39789527279837,"apin",0,0,0,1,0,0,0,0,0,-2.80833023183593
"9007",7,2,4,5.82304589548302,"toluene",0,3,0,0,0,1,1,1,1,-10.7650173428176
"9008",7,1,1,3.98898404656427,"apin",0,0,0,0,0,0,1,0,1,-1.45847201973354
"9009",6,2,2,5.50533153593236,"toluene",0,0,0,1,0,0,0,1,1,-4.35090460894533
"9010",7,1,2,5.79301360838414,"apin",0,0,1,1,0,0,0,0,1,-6.09344800428645
"9011",6,1,4,6.36818718635049,"toluene",0,3,1,1,0,0,1,0,0,-10.7035190604313
"9012",7,2,3,5.59098698051086,"toluene",0,3,1,0,0,1,0,0,0,-3.37950431510941
"9013",6,1,2,5.78382518232974,"toluene",0,0,1,1,1,0,1,0,1,-4.35214486916524
"9014",5,1,3,5.8664680569333,"toluene",0,0,0,1,0,1,0,0,2,-4.67086813866209
"9015",10,1,1,4.67282883446191,"apin",0,0,1,1,0,0,1,0,0,-5.89665341811574
"9016",7,1,2,5.62762111369064,"toluene",0,2,2,0,0,0,0,0,0,-2.4948475742375
"9017",2,0,0,0,"apin_decane_toluene",0,0,1,0,0,0,0,0,0,6.92753248628446
"9018",7,0,3,5.04985600724954,"toluene",1,0,1,1,0,1,0,0,2,-7.84417677461827
"9019",5,0,4,6.21460809842219,"toluene",0,2,0,1,1,0,0,0,1,-9.29324005560308
"9020",7,0,1,2.63905732961526,"toluene",0,0,0,0,0,0,0,0,0,-2.90991069811697
"9021",7,1,2,6.15060276844628,"decane",0,1,0,0,0,0,0,0,1,-5.17468162884194
"9022",9,2,2,5.74939298590825,"apin",0,0,1,0,0,0,2,0,1,-5.37856151120357
"9023",10,1,3,7.04490511712937,"apin",0,1,0,1,0,0,1,0,1,-11.4416668815567
"9024",6,1,2,6.38012253689976,"toluene",0,0,0,1,0,0,1,0,1,-7.30484610777007
"9025",4,0,4,4.12713438504509,"toluene",0,2,0,1,0,1,0,0,1,-7.08589776476466
"9026",10,2,0,4.11087386417331,"decane",0,0,0,0,0,0,2,0,0,-3.73448175676494
"9027",6,0,3,5.98645200528444,"toluene",0,0,0,1,2,0,0,0,2,-6.59829860060727
"9028",3,1,1,2.07944154167984,"toluene",0,0,0,0,0,0,0,1,1,2.48113594814828
"9029",7,1,3,6.33327962813969,"toluene",0,1,2,0,0,0,1,0,1,-4.75731333223
"9030",4,0,2,2.94443897916644,"toluene",0,1,0,0,1,0,0,0,0,-1.07095361277579
"9031",7,1,3,5.58724865840025,"toluene",0,1,0,2,0,1,1,0,0,-9.31994742725959
"9032",6,2,1,2.70805020110221,"toluene",0,0,0,0,0,1,1,0,0,-3.01703245904176
"9033",6,2,2,4.91265488573605,"toluene",0,0,0,2,0,1,2,0,0,-4.73735712039621
"9034",7,1,2,6.12686918411419,"apin",0,0,1,1,0,0,1,0,1,-7.31616130754221
"9035",8,2,2,6.18826412308259,"apin",0,0,0,0,0,0,1,0,2,-4.86187875788805
"9036",9,1,2,5.30826769740121,"apin",0,0,0,0,0,0,0,0,1,-3.51415859670743
"9037",6,0,4,5.85793315448346,"toluene",0,2,1,1,0,0,0,0,1,-9.85699807560589
"9038",6,1,4,6.29894924685594,"toluene",0,2,0,0,0,0,1,0,2,-10.3537859567742
"9039",7,1,3,3.58351893845611,"toluene",0,1,0,0,0,0,1,0,2,-5.3081598280587
"9040",6,0,3,2.39789527279837,"",0,2,0,0,0,1,0,0,1,-8.99122389691612
"9041",7,1,4,5.57972982598622,"toluene",0,3,1,1,0,1,0,0,0,-6.63503332961675
"9042",7,1,3,6.03068526026126,"toluene",0,3,1,0,0,0,1,0,0,-5.57353625083548
"9043",6,2,1,4.88280192258637,"toluene",0,0,1,0,0,1,0,0,1,-2.21802838837538
"9044",10,0,3,6.89669433162271,"apin",0,0,0,0,0,0,0,0,3,-9.27119714413929
"9045",6,1,1,4.53259949315326,"toluene",0,0,0,0,0,0,0,0,0,-3.50172213287606
"9046",7,1,3,5.34710753071747,"toluene",0,2,1,0,0,1,1,0,0,-6.67881135840736
"9047",6,0,3,4.04305126783455,"toluene",1,1,1,1,0,1,0,0,1,-10.48160006139
"9048",7,2,1,4.62497281328427,"toluene",0,1,1,0,0,1,1,0,0,-2.26776629015962
"9049",7,1,1,3.80666248977032,"toluene",1,0,1,0,0,1,0,0,1,-5.92897775271184
"9050",7,1,2,5.98393628068719,"toluene",0,1,2,0,1,0,1,0,1,-4.80683210914353
"9051",6,1,1,4.31748811353631,"toluene",0,0,2,0,0,1,1,0,1,-2.59220744477532
"9052",6,1,3,5.48893772615669,"toluene",0,1,1,0,0,0,1,0,1,-6.19474437409137
"9053",8,0,3,5.63121178182137,"decane",0,1,0,0,0,0,0,0,0,-7.50592336453532
"9054",7,1,4,3.43398720448515,"toluene",0,3,0,1,0,0,1,0,0,-7.30985907386499
"9055",6,2,1,4.57471097850338,"toluene",0,1,1,0,0,0,1,0,0,-3.91788117932138
"9056",7,1,2,4.69134788222914,"toluene",1,1,2,0,0,1,0,1,1,-7.86607339562055
"9057",7,2,2,3.46573590279973,"toluene",1,1,0,0,0,0,1,0,1,-2.90067012465915
"9058",5,1,3,6.10255859461357,"toluene",0,0,0,1,0,0,1,0,1,-7.46061460809015
"9059",5,2,1,4.49980967033027,"toluene",0,0,2,0,0,0,2,0,0,-1.14108035583708
"9060",6,1,2,5.17048399503815,"toluene",0,0,1,1,0,1,1,0,1,-5.64005195319581
"9061",8,0,3,6.5206211275587,"apin",0,1,1,1,0,0,0,0,1,-5.7136793646514
"9062",6,0,4,4.85203026391962,"toluene",0,2,0,1,0,0,0,0,0,-6.54039365376347
"9063",6,1,2,6.62273632394984,"toluene",0,0,1,1,0,0,1,0,1,-5.57490902757832
"9064",6,1,2,5.65948221575962,"toluene",0,0,0,1,0,0,1,0,1,-5.41416439793352
"9065",5,1,1,3.85014760171006,"apin_toluene",0,0,1,1,0,0,1,0,0,-2.92920673963792
"9066",7,1,0,2.30258509299405,"toluene",0,0,1,0,0,0,0,1,0,1.28500003995292
"9067",4,0,1,2.07944154167984,"toluene",1,0,1,1,0,0,0,0,0,1.48944405805287
"9068",6,2,1,4.68213122712422,"toluene",0,0,0,0,2,0,1,0,0,-2.63310899697329
"9069",6,1,3,5.62040086571715,"toluene",0,1,1,0,0,1,1,0,1,-6.16350233353402
"9070",6,2,1,5.13579843705026,"toluene",0,0,2,0,1,0,1,1,1,-1.54329287512444
"9071",5,1,0,2.83321334405622,"toluene",0,0,2,0,0,0,0,1,0,0.570068596844493
"9072",7,2,1,4.34380542185368,"toluene",0,1,1,0,0,1,1,0,0,-1.75086676285291
"9073",6,0,3,5.47646355193151,"toluene",1,0,1,1,0,0,0,0,1,-12.5189960980395
"9074",7,1,3,5.95583736946483,"apin",0,2,0,0,0,0,1,0,0,-8.5709739658485
"9075",9,2,2,4.83628190695148,"apin",0,0,0,0,0,0,1,0,1,-10.8725171665594
"9076",6,2,3,5.88887795833288,"toluene",0,1,0,1,0,1,1,0,1,-7.41884518997108
"9077",6,0,4,4.94875989037817,"toluene",0,1,0,1,0,1,0,0,1,-7.60696319911511
"9078",6,1,3,5.86078622346587,"toluene",1,0,0,1,0,1,1,0,2,-7.4228689742196
"9079",6,1,3,5.18178355029209,"toluene",0,1,1,0,0,1,1,0,1,-6.23760251369965
"9080",7,2,3,5.8171111599632,"toluene",0,1,0,2,0,1,1,0,0,-7.93870116927975
"9081",6,1,1,3.76120011569356,"toluene",0,0,0,1,2,0,1,0,0,-2.18359475837903
"9082",6,0,2,4.06044301054642,"toluene",0,2,2,0,0,0,0,0,0,-6.23302185194497
"9083",9,1,2,3.95124371858143,"apin",0,0,0,0,0,0,1,0,2,-4.71893152760599
"9084",8,1,2,5.74620319054015,"apin",0,0,0,1,0,0,1,0,1,-5.22457990704622
"9085",9,1,2,5.17048399503815,"apin",0,1,0,0,0,0,1,0,0,-1.55201100467958
"9086",7,1,1,3.09104245335832,"toluene",0,0,0,0,0,1,1,0,1,-3.86935644333788
"9087",7,1,3,5.2040066870768,"toluene",0,3,1,0,0,1,1,0,0,-8.61145103658877
"9088",7,0,1,2.30258509299405,"toluene",0,0,0,0,1,0,0,0,1,-6.09590701912689
"9089",6,2,3,6.07534603108868,"toluene",0,1,1,0,0,0,1,1,1,-5.98396968879523
"9090",9,2,1,3.87120101090789,"apin",0,0,0,0,0,0,2,0,1,-4.14318409226081
"9091",7,1,2,4.62497281328427,"apin",1,0,0,0,0,0,1,0,1,-1.48136424778979
"9092",4,1,1,3.78418963391826,"toluene",0,0,1,1,0,0,1,0,0,-1.94008868226564
"9093",6,1,2,5.8664680569333,"toluene",0,0,2,1,0,0,1,0,0,-5.33839257627943
"9094",7,1,3,6.10255859461357,"toluene",0,2,1,0,1,0,1,0,1,-8.08478287958308
"9095",7,1,2,4.88280192258637,"toluene",0,1,1,0,0,1,1,0,0,-6.13689033231391
"9096",10,2,2,5.38449506278909,"apin",0,1,0,0,0,0,1,0,1,-5.52784076685425
"9097",6,1,2,5.19849703126583,"toluene",0,0,1,1,0,1,0,0,1,-5.19365250129303
"9098",7,1,1,3.29583686600433,"toluene",0,0,1,0,0,0,1,0,0,-2.45245501174558
"9099",4,1,3,5.35658627467201,"toluene",0,1,0,0,0,1,0,0,2,-2.07001298644118
"9100",6,0,2,2.83321334405622,"toluene",0,1,0,0,0,0,0,0,0,-9.17836286122653
"9101",9,1,2,6.29156913955832,"apin",0,0,0,0,0,0,1,0,1,-5.96801893081987
"9102",7,0,2,3.97029191355212,"toluene",0,0,0,0,0,0,0,0,1,-5.55463366604869
"9103",6,0,2,2.89037175789616,"toluene",0,0,0,1,0,0,0,0,0,-4.27137944669128
"9104",5,1,2,6.22059017009974,"toluene",0,0,2,0,0,0,1,0,2,-5.19231041457298
"9105",7,2,3,6.07993319509559,"toluene",0,2,0,1,1,0,1,1,0,-6.44744501366603
"9106",7,1,3,5.08140436498446,"toluene",0,1,0,1,0,0,1,0,1,-7.02709474836071
"9107",6,1,3,6.33505425149806,"apin",0,1,0,0,0,0,0,0,2,-5.77240685786035
"9108",7,1,2,5.35658627467201,"decane",0,1,0,0,0,0,0,0,1,-4.18098482215356
"9109",10,2,0,2.30258509299405,"apin",0,0,0,0,0,0,2,0,0,-1.16569515535373
"9110",9,1,2,5.08759633523238,"apin",0,1,0,0,0,0,1,0,0,-5.09813724285643
"9111",9,2,1,4.52178857704904,"apin",0,0,0,0,0,0,1,0,1,-5.4384208595133
"9112",5,2,1,4.79579054559674,"decane",0,1,1,0,0,0,2,0,0,-2.19640998206234
"9113",6,2,3,4.69134788222914,"toluene",0,2,0,0,0,0,2,0,0,-5.60902757218538
"9114",9,2,1,6.38687931936265,"decane",0,0,0,0,0,0,2,0,1,-7.417223284424
"9115",5,1,2,4.81218435537242,"toluene",0,0,0,1,0,0,1,0,0,-6.89195556794904
"9116",10,2,1,5.27811465923052,"decane",0,1,0,0,0,0,2,0,0,-9.30119712419011
"9117",6,1,3,5.76205138278018,"toluene",0,2,1,0,0,0,0,0,1,-5.19759086124158
"9118",9,1,3,6.79234442747081,"decane",0,2,0,0,0,0,1,0,1,-11.2853448038356
"9119",7,1,0,2.77258872223978,"toluene",1,0,2,0,0,1,1,0,0,-0.4730836716111
"9120",7,1,2,4.76217393479776,"toluene",1,0,1,1,0,1,0,1,1,-7.53630540558785
"9121",6,2,2,5.73009978297357,"toluene",0,0,1,1,0,1,1,0,1,-4.26710419317811
"9122",6,0,6,4.20469261939097,"toluene",0,5,0,0,0,0,0,0,1,-8.75294484804381
"9123",10,2,2,5.30330490805908,"apin",0,0,0,0,0,0,2,0,2,-7.02684106525981
"9124",7,0,4,4.54329478227,"toluene",0,2,0,1,0,0,0,0,0,-8.60490246557413
"9125",7,2,2,6.31535800152233,"toluene",0,0,1,0,0,0,2,0,0,-6.78370892470873
"9126",6,0,2,4.75359019110636,"toluene",0,0,0,0,1,0,0,0,2,-5.42083676411006
"9127",7,1,2,5.63835466933375,"apin",0,0,1,2,0,0,1,0,0,-7.07066925157109
"9128",7,2,1,4.29045944114839,"toluene",1,0,0,0,0,1,0,0,1,-3.1849502509962
"9129",7,1,1,4.53259949315326,"toluene",0,0,1,0,0,0,0,1,1,-0.464741384579232
"9130",6,2,2,5.4510384535657,"toluene",0,0,0,0,0,1,1,0,1,-3.06151643435887
"9131",7,1,4,5.4510384535657,"toluene",0,2,1,0,0,0,1,0,2,-7.38315528510544
"9132",7,1,3,6.40687998606931,"toluene",0,1,1,0,0,1,1,0,2,-8.80070465072644
"9133",6,1,5,5.58724865840025,"toluene",0,3,0,0,0,0,1,0,2,-8.22843456714932
"9134",10,2,1,5.22035582507832,"apin",0,0,1,0,0,0,1,0,1,-4.41643695669614
"9135",7,0,3,5.07517381523383,"toluene",0,1,0,1,0,0,0,0,0,-10.3978283239578
