"ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","parentspecies","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
13048,-4.48470823096445,190.011352532,19,6,7,0,2,31,9,"toluene",1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
13049,-4.31060149924472,298.97608922,25,6,13,1,2,363,33,"toluene",0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0
13050,-8.19115135968834,267.022645488,27,7,10,1,3,468,40,"apin",0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
13051,-1.26707456004885,345.976817492,29,6,15,2,1,205,40,"toluene",0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0
13052,-3.69909152631044,326.059759268,36,9,11,2,1,205,40,"apin",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
13054,-7.54896071086051,312.007723696,29,7,12,2,3,329,8,"toluene",0,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0
13055,-4.6727222943223,357.976817492,30,7,15,2,2,243,40,"toluene",0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
13056,-4.89467918063505,312.007723696,29,7,12,2,2,158,26,"toluene",0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
13058,-6.81187769312983,286.02845914,29,6,11,2,2,460,40,"apin",0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0
13059,-8.49378696076722,303.007389348,29,6,13,1,4,813,40,"toluene",0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0
13060,-5.00382855993802,338.059759268,37,10,11,2,1,304,40,"apin",0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0
13061,-4.75444294265801,298.02845914,30,7,11,2,2,380,40,"apin",0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0
13062,-8.9637252028949,281.001910044,26,7,11,1,2,163,40,"toluene",0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
13063,-11.424412689633,249.996096392,23,7,10,0,4,121,7,"toluene",1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
13064,-4.78896864309519,329.981902872,28,6,14,2,3,323,26,"toluene",0,0,1,1,0,0,0,1,2,0,0,0,0,1,1,0
13065,-7.86361917632025,234.073952788,30,9,7,0,2,503,40,"decane",0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
13066,-6.54760641219335,190.011352532,19,6,7,0,1,43,32,"toluene",0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0
13067,-8.34074832390895,250.99134536,22,6,10,1,2,223,40,"",0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0
13071,-6.74215703145803,237.08485182,31,8,7,1,2,322,40,"decane",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
13073,-4.00091203536,360.028853064,36,8,14,2,2,518,40,"apin",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
13074,-2.90708199351826,316.039023824,33,7,12,2,2,218,40,"apin",0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
13076,-7.02035052846266,314.059759268,35,8,11,2,2,1,1,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
13077,-2.51308884969178,266.98625998,23,6,11,1,1,88,40,"toluene",0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0
13078,-8.18800985257221,312.991739284,28,7,13,1,3,365,40,"toluene",0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
13079,-5.06454843777779,300.991739284,27,6,13,1,3,199,12,"toluene",0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0
13081,-5.70825148276391,194.006267152,19,5,8,0,3,80,36,"toluene",0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
13083,-7.17538250506797,283.017560108,28,7,11,1,3,330,36,"toluene",0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0
13084,-3.97413287556126,309.992073632,27,7,12,2,2,50,2,"toluene",0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0
13085,-3.13501189070372,238.99134536,21,5,10,1,2,50,8,"toluene",0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
13086,-3.33193272540543,341.981902872,29,7,14,2,1,224,40,"toluene",0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
13087,-5.839044959047,263.064116376,31,9,8,1,1,223,40,"apin",0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0
13088,-10.1411367948268,220.021917216,23,7,8,0,4,571,22,"",0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
13089,-5.40213486479511,279.095416504,36,10,8,1,2,392,40,"decane",0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
13091,-1.41603769417924,252.970609916,20,5,11,1,2,75,30,"toluene",0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0
13092,-2.8821852023961,325.986988252,28,7,13,2,2,164,10,"toluene",0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
13093,-1.21403693110472,331.961167428,26,5,15,2,1,268,40,"toluene",0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0
13094,-11.4004551190797,246.99643074,22,7,9,1,3,112,11,"toluene",1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0
13095,-7.83786652356668,263.064116376,31,9,8,1,2,30,8,"apin",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
13096,-3.78309611567591,217.022251564,22,7,7,1,1,38,13,"toluene",0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
13099,-5.7597045652782,254.98625998,22,5,11,1,3,42,2,"toluene",0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0
13100,-2.0937889780472,266.98625998,23,6,11,1,2,264,22,"toluene",0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0
13101,-4.98873220737891,373.971732112,31,7,16,2,2,612,5,"toluene",0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0
13102,-4.72535446626084,331.961167428,26,5,15,2,3,547,30,"toluene",0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0
13103,-8.30977802913803,269.001910044,25,6,11,1,4,218,6,"toluene",0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0
13104,-7.81082495681955,373.971732112,31,7,16,2,3,331,38,"toluene",0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0
13106,-1.06805219577926,325.986988252,28,7,13,2,1,73,40,"toluene",1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
13110,-10.0435707469209,241.006995424,23,5,10,1,4,412,19,"toluene",0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0
13111,-5.42824644469517,311.971338188,25,6,13,2,2,331,40,"toluene",0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0
13113,-9.47281533965507,271.017560108,27,6,11,1,4,284,29,"toluene",0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0
13114,-4.14904031016126,309.992073632,27,7,12,2,2,189,35,"toluene",0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
13115,-6.64386026394853,236.016831836,24,7,9,0,3,263,11,"toluene",0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0
13116,-5.56185704833048,343.997552936,31,7,14,2,2,569,40,"toluene",0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
13118,-6.84963585854092,222.001181772,21,6,9,0,4,155,11,"toluene",0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0
13119,-4.47035221499189,278.98625998,24,7,11,1,2,81,16,"toluene",1,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0
13120,-6.35188197043355,234.001181772,22,7,9,0,3,449,1,"toluene",0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0
13121,-1.57302664693275,295.976423568,24,6,12,2,1,81,40,"toluene",0,0,0,0,3,0,0,0,1,1,0,0,1,1,0,0
13122,-6.23774149804473,225.012080804,22,5,9,1,3,41,3,"toluene",0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0
13124,-3.71532095881197,306.069930028,35,10,9,2,0,63,40,"decane",0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
13127,-5.26628708430281,192.027002596,21,6,7,0,3,253,28,"apin",0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0
13128,-10.926739288878,252.011746456,25,7,10,0,3,66,7,"toluene",1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
13130,-2.94291166966513,301.986988252,26,5,13,2,2,194,40,"toluene",0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0
13131,-5.15541637374356,192.027002596,21,6,7,0,2,141,40,"toluene",0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
13132,-11.3599866147065,312.991739284,28,7,13,1,4,405,7,"toluene",0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0
13133,-6.14427818067094,283.053945616,32,8,10,1,3,636,40,"apin",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
13134,-8.03695715618334,291.059030996,33,10,9,1,1,246,40,"apin",0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0
13135,-5.64755129188132,237.012080804,23,6,9,1,2,42,3,"toluene",0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
13137,-2.95041335790965,176.032087976,20,6,6,0,3,43,2,"toluene",0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0
13139,-4.52943553337037,194.006267152,19,5,8,0,3,88,4,"toluene",0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
13141,-3.86072013993537,249.08485182,32,9,7,1,1,132,40,"apin",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
13144,-4.94022756184203,277.07976644,34,10,8,1,1,277,40,"decane",0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
13145,-3.34111864569167,309.992073632,27,7,12,2,1,49,33,"toluene",1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
13146,-9.62239373388429,206.006267152,20,6,8,0,3,26,5,"toluene",1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
13147,-3.85928470284716,245.053551692,28,9,7,1,1,3,2,"apin",0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
13148,-1.35251131633949,281.997159012,25,6,11,2,1,114,33,"toluene",0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0
13149,-5.39526352117237,331.961167428,26,5,15,2,3,255,16,"toluene",0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0
13150,-11.3122580398365,315.007389348,30,7,13,1,4,217,2,"toluene",0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0
13152,-1.22143002732207,343.961167428,27,6,15,2,1,292,40,"toluene",0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0
13153,-8.07289917191618,283.053945616,32,8,10,1,2,484,40,"apin",0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
13154,-5.00178152672578,240.011746456,24,6,10,0,5,511,11,"toluene",0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0
13155,-2.39795425162703,267.022645488,27,7,10,1,2,130,23,"apin",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
13156,-3.04145013007628,313.986988252,27,6,13,2,2,146,40,"toluene",0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
13158,-6.35427189465678,308.085580092,37,10,9,2,1,412,40,"decane",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
13159,-7.03903722191066,251.064116376,30,8,8,1,2,321,40,"apin",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
13161,-5.54044530613726,300.991739284,27,6,13,1,3,497,27,"toluene",0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0
13162,-2.89410636627843,248.975695296,20,6,10,1,1,40,20,"toluene",0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0
13163,-12.8392988482638,238.0324819,26,7,9,0,4,309,2,"toluene",0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0
13165,-1.59545971113903,238.99134536,21,5,10,1,1,126,40,"toluene",0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0
13166,-8.0271813364008,279.095416504,36,10,8,1,2,484,40,"decane",0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
13168,-5.91994858481347,264.970609916,21,6,11,1,2,58,17,"toluene",0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0
13169,-7.5131266922478,316.039023824,33,7,12,2,3,732,40,"apin",0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0
13170,-10.223620570493,312.991739284,28,7,13,1,4,261,3,"toluene",0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0
13172,-8.73701850936957,267.022645488,27,7,10,1,3,205,22,"toluene",0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0
13173,-3.26149123231682,281.001910044,26,7,11,1,2,56,6,"toluene",0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
13174,-4.90739092592885,217.022251564,22,7,7,1,2,5,1,"",0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0
13175,-11.0689943417327,249.012080804,24,7,9,1,2,24,4,"toluene",0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0
13176,-6.59486659180801,294.9811746,25,7,12,1,2,135,32,"toluene",1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
13180,-1.03793398032652,217.09502258,30,9,5,1,0,29,29,"decane",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
13181,-4.86080649182987,220.13107374,35,10,5,0,2,307,40,"decane",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
13182,-9.60266076361734,267.059030996,31,8,9,1,3,799,40,"decane",0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
13183,-0.0225941464412766,116.010958608,12,4,4,0,1,8,5,"toluene",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13185,-5.2641823109344,312.007723696,29,7,12,2,2,273,40,"apin",0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0
13186,-3.64149361182494,266.0386299,28,7,9,2,1,196,40,"decane",0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
13190,-8.88842982277376,299.012474728,29,7,12,1,4,314,4,"toluene",0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,0
13191,-9.14252490201115,328.039023824,34,8,12,2,2,518,40,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0
13192,-12.0938600944325,240.011746456,24,6,10,0,4,263,2,"toluene",1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
13193,-8.34825060793839,208.021917216,22,6,8,0,5,83,5,"toluene",0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0
13194,-4.16387007284957,310.101230156,39,10,9,2,1,283,40,"decane",0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
13195,-4.67914717396227,343.961167428,27,6,15,2,2,361,40,"toluene",0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
13197,-12.0996588888548,171.01677226,17,6,5,1,3,4,1,"toluene",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
13198,-1.0799161975895,222.99643074,20,5,9,1,1,55,29,"toluene",0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
13199,-7.20182485811663,253.043380932,28,7,9,1,2,542,40,"apin",0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
13201,-15.1357336815994,283.017560108,28,7,11,1,4,319,1,"toluene",0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0
13202,-7.95723553651654,238.99134536,21,5,10,1,3,394,36,"toluene",0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0
13203,-11.9877519681708,237.996096392,22,6,10,0,4,187,2,"toluene",0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0
13204,-1.15773740966174,248.975695296,20,6,10,1,1,58,30,"toluene",0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0
13205,-5.28167188321719,298.97608922,25,6,13,1,3,306,40,"toluene",0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
13207,-3.83754284392083,232.980780676,19,6,9,1,1,23,21,"toluene",1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
13208,-6.39633827936795,313.986988252,27,6,13,2,2,210,40,"toluene",0,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0
13209,-4.20045229202308,308.049194584,33,9,10,2,1,60,36,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
13210,-3.02210899066871,231.110672644,33,10,5,1,0,34,34,"decane",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
13211,-8.96204117574919,239.027730868,25,6,9,1,3,188,35,"toluene",0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0
13214,-3.23104385585067,266.98625998,23,6,11,1,2,94,30,"toluene",0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0
13218,-9.52007701199505,316.002638316,29,6,13,2,4,124,2,"toluene",0,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0
13221,-6.73555653597136,293.997159012,26,7,11,2,1,71,38,"toluene",1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0
13222,-2.99188043691424,206.006267152,20,6,8,0,2,50,16,"toluene",0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
13223,-11.9295326902616,264.084517472,34,10,8,0,3,626,40,"apin",0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0
13224,-4.15882503816649,307.976423568,25,7,12,2,2,94,39,"toluene",1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
13226,-2.82992417611373,297.992073632,26,6,12,2,1,71,40,"toluene",0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
13228,-6.94880284676801,239.027730868,25,6,9,1,2,106,4,"decane",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13229,-5.51794372869536,325.986988252,28,7,13,2,2,484,40,"toluene",0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0
13231,-10.0808055576662,224.016831836,23,6,9,0,4,268,9,"toluene",0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0
13232,-8.76064317557467,309.06959568,36,10,10,1,2,687,40,"decane",0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0
13233,-5.24128330812488,345.976817492,29,6,15,2,3,214,27,"toluene",0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
13234,1.07835274403659,234.99643074,21,6,9,1,1,33,8,"toluene",0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0
13236,-6.2392446260229,257.001910044,24,5,11,1,4,287,22,"toluene",0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0
13237,-3.72368882987561,295.976423568,24,6,12,2,2,101,15,"toluene",0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
13238,-7.26803496451474,356.033938444,36,9,13,2,2,388,40,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0
13240,-0.422763881876367,295.976423568,24,6,12,2,1,74,40,"toluene",0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
13242,-2.87316306989306,206.006267152,20,6,8,0,2,62,31,"toluene",0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0
13243,-8.10019788766652,283.017560108,28,7,11,1,2,500,40,"toluene",0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
13244,-6.72487150071931,267.022645488,27,7,10,1,3,178,5,"toluene",0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0
13245,-10.5474366057254,253.006995424,24,6,10,1,3,270,40,"toluene",1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0
13246,-6.63497413388921,249.012080804,24,7,9,1,2,27,17,"toluene",1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
13247,-1.14785181250804,206.006267152,20,6,8,0,2,33,10,"toluene",0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0
13248,-4.54213933400814,296.012809076,28,7,11,2,1,45,29,"toluene",0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0
13249,-9.23365411028663,269.038295552,29,7,10,1,4,112,29,"toluene",0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0
13250,-8.54281724052794,271.017560108,27,6,11,1,4,554,1,"toluene",0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0
13251,-1.94512954408685,341.945517364,25,6,15,2,1,55,23,"toluene",0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0
13253,-16.7604186914494,282.095082156,37,10,9,0,4,682,1,"apin",0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0
13255,-4.78794124700746,277.043380932,30,9,9,1,1,326,40,"decane",0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0
13258,-2.31894261750561,216.985866056,18,6,8,1,1,12,8,"toluene",1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
13260,-3.68332807129019,267.981508948,22,5,11,2,2,122,37,"toluene",0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
13261,-4.99593583565268,253.006995424,24,6,10,1,3,59,7,"toluene",0,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0
13262,-13.0297907993751,295.090331124,37,10,9,1,3,1129,40,"decane",0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0
13263,-7.45737739458643,270.9811746,23,5,12,1,4,257,19,"toluene",0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0
13268,-1.02488576138293,269.001910044,25,6,11,1,2,175,16,"toluene",0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
13270,-1.61984606545889,193.058637072,24,6,6,1,1,53,36,"decane",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
13271,-7.13752978916851,261.08485182,33,10,7,1,1,55,3,"apin",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
13272,-6.96973824459502,241.006995424,23,5,10,1,4,171,12,"toluene",0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0
13273,-4.71932519489794,300.007723696,28,6,12,2,3,239,40,"toluene",0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0
13274,-9.40416002820619,299.012474728,29,7,12,1,4,486,5,"toluene",0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,0
13279,-8.39344246645199,220.058302724,27,8,7,0,3,196,40,"apin",0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
13280,-7.45956635919808,373.971732112,31,7,16,2,3,365,21,"toluene",0,0,2,2,0,0,0,0,1,0,0,1,1,1,0,0
13284,-3.21275004177852,231.074287136,29,9,6,1,1,6,6,"apin",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
13285,-8.10426708685657,192.063388104,25,7,6,0,3,414,40,"decane",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
13286,-2.00883856335456,278.98625998,24,7,11,1,1,48,38,"toluene",0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0
13287,-8.78894550723811,248.089602852,33,10,7,0,2,579,40,"decane",0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
13288,-4.38867217173786,246.073952788,31,10,7,0,2,136,13,"apin",0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0
13289,-4.12750162614173,249.048466312,28,8,8,1,1,279,40,"decane",0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0
13290,-6.36920576776275,291.059030996,33,10,9,1,1,380,40,"decane",0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0
13291,3.1395766989793,86.036779432,12,4,2,0,0,2,2,"apin_decane",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13292,-9.21285806711077,240.011746456,24,6,10,0,4,328,20,"toluene",0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0
13294,-1.24936486754667,144.042258736,18,6,4,0,1,24,11,"apin",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13296,-2.78778748989361,250.99134536,22,6,10,1,1,143,40,"toluene",0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0
13297,-9.19677906413515,222.03756728,25,7,8,0,3,84,4,"toluene",0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0
13298,-6.22755951067803,299.012474728,29,7,12,1,3,265,40,"toluene",0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0
13299,-2.54140889968893,248.975695296,20,6,10,1,1,50,23,"toluene",0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
13301,-4.17034570209115,190.04773804,23,7,6,0,2,318,40,"apin",0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0
13306,-5.28454422044562,310.97608922,26,7,13,1,2,393,40,"toluene",0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0
13307,-7.54920714214889,206.04265266,24,7,7,0,3,276,33,"toluene",0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
13308,-4.4279116205239,282.03354452,29,7,10,2,1,287,40,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
13309,-2.19140275347046,312.007723696,29,7,12,2,1,91,23,"apin",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
13310,-6.21256936170129,299.012474728,29,7,12,1,3,372,39,"toluene",0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0
13311,-1.04802702446841,283.017560108,28,7,11,1,1,181,40,"apin",0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
13312,-1.68011687872968,306.069930028,35,10,9,2,0,9,9,"apin",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
13313,-11.7002636703603,236.016831836,24,7,9,0,4,475,10,"toluene",0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,0
13314,-4.75764022341955,224.089602852,31,8,7,0,4,368,40,"apin",0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
13315,-3.45386257098442,225.012080804,22,5,9,1,3,102,9,"toluene",0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
13316,-0.195546952575287,297.992073632,26,6,12,2,0,35,35,"toluene",0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
13317,-4.31502494012438,237.012080804,23,6,9,1,2,344,40,"toluene",0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1
13318,-5.04447062079011,310.97608922,26,7,13,1,2,79,40,"toluene",0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0
13319,1.69551911210894,220.980780676,18,5,9,1,1,31,14,"toluene",0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0
13320,-9.79285471052706,255.059030996,30,7,9,1,3,929,40,"apin",0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0
13321,-8.92740623167057,239.027730868,25,6,9,1,3,623,40,"apin",0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
13323,-0.320737760592274,179.0066015,17,4,7,1,1,29,14,"toluene",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
13324,-1.37784726704452,221.017166184,22,6,8,1,1,23,17,"toluene",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
13325,-5.48288189147575,258.9811746,22,4,12,1,4,252,11,"toluene",0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0
13326,0.569820311153053,142.026608672,16,6,4,0,0,9,9,"toluene",0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
13328,-7.75350386821315,309.06959568,36,10,10,1,3,123,22,"apin",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13330,-6.23939428513844,267.981508948,22,5,11,2,2,35,12,"toluene",1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
