"","ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumHBondDonors","NumOfConf","parentspecies","hydroxyl..alkyl.","ketone","carboxylic.acid","carbonylperoxynitrate","hydroperoxide","carbonylperoxyacid"
"14296",17008,-1.30677029152438,203.990617088,18,6,8,1,1,"toluene",0,4,0,0,1,0
"14297",17009,-7.35406439593195,340.075409332,39,10,11,2,198,"apin",0,1,0,0,2,0
"14298",17010,-1.77119139597858,233.017166184,23,7,8,2,116,"toluene",1,0,1,0,0,0
"14299",17011,-12.3075227134764,297.105981188,39,10,9,3,557,"decane",1,1,0,0,2,0
"14300",17014,-6.04649300150964,218.006267152,21,7,8,2,48,"toluene",0,0,0,0,1,1
"14301",17015,-6.35403728636385,331.997552936,30,6,14,3,402,"toluene",0,0,0,0,2,1
"14302",17017,-10.9924855221924,249.996096392,23,7,10,3,173,"toluene",1,2,0,0,1,1
"14303",17018,-11.0122996350159,208.021917216,22,6,8,4,194,"toluene",3,0,1,0,0,0
"14304",17020,-3.42538132805716,311.971338188,25,6,13,2,21,"toluene",0,2,0,0,2,0
"14305",17021,-4.19620747144217,263.064116376,31,9,8,1,74,"apin",0,0,0,0,0,1
"14306",17022,-2.68637201226227,176.104858992,28,8,4,2,91,"apin",1,0,0,0,1,0
"14307",17023,-4.60001943828684,232.980780676,19,6,9,1,28,"toluene",0,0,0,0,1,0
"14308",17024,-5.92555272987468,253.006995424,24,6,10,2,73,"toluene",0,0,0,0,1,1
"14309",17025,-3.44585559520742,234.001181772,22,7,9,2,415,"toluene",1,3,0,0,1,0
"14310",17026,-2.64509025500306,267.022645488,27,7,10,2,133,"apin",1,0,0,1,0,1
"14311",17027,-0.894217598773079,175.01168688,17,5,6,1,18,"toluene",1,0,0,0,0,0
"14312",17028,-6.05160171833338,310.064844648,35,9,10,1,282,"apin",0,1,0,0,1,0
"14313",17029,-6.64448190380834,296.996824664,27,7,12,2,316,"toluene",0,2,1,0,0,1
"14314",17030,-5.73439082440015,262.99134536,23,7,10,2,53,"toluene",0,0,2,1,0,0
"14315",17031,-5.65332712380432,267.022645488,27,7,10,3,331,"apin",1,0,1,0,0,1
"14316",17032,-7.24494085489899,309.06959568,36,10,10,2,47,"apin",0,0,0,1,1,1
"14317",17033,-8.1253792423415,265.043380932,29,8,9,2,491,"decane",0,2,1,0,1,0
"14318",17034,-6.02151589115196,282.03354452,29,7,10,2,549,"apin",1,1,1,0,0,0
"14319",17035,-4.35477780966298,262.99134536,23,7,10,1,121,"toluene",0,2,1,0,0,0
"14320",17037,-6.42761748876943,265.07976644,33,9,8,2,123,"apin",0,0,0,0,2,0
"14321",17039,-11.0637933102406,309.06959568,36,10,10,3,457,"apin",1,0,1,0,0,1
"14322",17040,-4.82500501995196,279.059030996,32,9,9,1,64,"apin",0,2,0,0,1,0
"14323",17041,-8.08088510344651,291.059030996,33,10,9,1,54,"apin",1,3,0,0,0,0
"14324",17042,-6.50575204720754,293.07468106,35,10,9,2,169,"apin",0,2,0,0,2,0
"14325",17043,-10.347399965914,178.011352532,18,5,7,4,88,"toluene",2,1,2,0,0,0
"14326",17044,-8.27450685666713,338.059759268,37,10,11,1,154,"apin",0,1,0,0,0,1
"14327",17045,-12.4790270308674,267.022645488,27,7,10,4,515,"toluene",2,0,2,0,0,0
"14328",17046,-4.82046407978391,150.016437912,16,4,6,3,23,"toluene",2,0,1,0,0,0
"14329",17047,-12.4508915618616,283.017560108,28,7,11,4,528,"toluene",3,0,1,0,0,0
"14330",17048,-4.17602194206414,245.053551692,28,9,7,1,29,"apin",1,3,0,0,0,0
"14331",17049,-5.14764174950654,246.99643074,22,7,9,1,7,"toluene",0,2,0,0,1,0
"14332",17050,-2.99306578775402,237.012080804,23,6,9,3,87,"toluene",3,0,0,0,0,0
"14333",17051,-6.25813488179857,313.986988252,27,6,13,2,151,"toluene",0,0,0,0,1,1
"14334",17052,-8.35480848905661,265.116151948,37,10,7,2,364,"decane",1,1,0,0,1,0
"14335",17053,-4.36444495572981,224.016831836,23,6,9,2,217,"toluene",0,1,0,0,1,1
"14336",17055,-5.60438684686328,313.986988252,27,6,13,3,88,"toluene",2,2,0,0,1,0
"14337",17056,-6.76852955046646,283.017560108,28,7,11,4,170,"toluene",3,1,0,0,1,0
"14338",17057,-5.60521263579453,203.990617088,18,6,8,2,52,"toluene",1,1,1,0,0,0
"14339",17058,-6.87286599750402,296.996824664,27,7,12,3,273,"toluene",2,1,0,1,1,0
"14340",17059,-12.0516464024049,309.06959568,36,10,10,3,762,"apin",0,1,2,0,1,0
"14341",17060,-1.31385429233567,231.00151612,21,7,8,0,17,"toluene",0,4,0,0,0,0
"14342",17064,-2.42513919041079,282.9811746,24,6,12,3,386,"toluene",1,2,0,0,1,1
"14343",17065,-3.45500136352464,325.986988252,28,7,13,2,405,"",1,2,1,1,0,0
"14344",17066,-4.21425583985713,311.971338188,25,6,13,3,22,"toluene",3,2,0,0,0,0
"14345",17068,-7.28088754901581,265.006995424,25,7,10,3,87,"toluene",2,1,1,1,0,0
"14346",17069,-8.86870648071866,269.038295552,29,7,10,3,149,"apin",0,1,0,0,3,0
"14347",17070,-1.54776290183614,282.03354452,29,7,10,1,86,"apin",1,1,0,1,0,0
"14348",17071,-3.51517106720764,357.976817492,30,7,15,2,213,"toluene",1,0,0,1,0,1
"14349",17072,-1.36468168808541,311.971338188,25,6,13,1,127,"toluene",0,0,0,1,1,0
"14350",17073,-1.45436514499683,116.010958608,12,4,4,1,8,"toluene",0,0,0,0,0,1
"14351",17074,-3.711191877252,268.054279964,30,7,9,1,238,"decane",0,1,0,0,1,0
"14352",17076,-4.02552459072341,283.017560108,28,7,11,2,318,"apin",0,1,0,1,2,0
"14353",17077,-5.81874491376254,263.064116376,31,9,8,2,461,"apin",0,1,2,0,0,0
"14354",17078,-6.934631864663,316.002638316,29,6,13,3,248,"toluene",1,0,1,0,1,0
"14355",17079,-2.6597971199023,250.99134536,22,6,10,1,131,"toluene",0,0,0,1,1,0
"14356",17080,-5.45378150412201,223.032816248,24,6,8,2,82,"apin",0,0,0,0,2,0
"14357",17081,-10.4345053722331,240.011746456,24,6,10,4,278,"toluene",1,0,0,0,2,1
"14358",17082,-14.8545759737943,236.089602852,32,9,7,4,1552,"decane",3,2,0,0,1,0
"14359",17083,-3.75442590758901,196.021917216,21,5,8,3,175,"toluene",1,0,0,0,1,1
"14360",17084,-8.31652692017317,237.012080804,23,6,9,2,62,"toluene",0,0,1,0,0,1
"14361",17085,-3.15667928617783,284.049194584,31,7,10,1,51,"apin",0,0,0,0,1,0
"14362",17087,-1.54058737145058,226.99134536,20,4,10,2,77,"toluene",0,0,0,1,2,0
"14363",17089,-4.60474421824549,314.02337376,31,7,12,2,327,"apin",1,1,0,1,1,0
"14364",17090,-13.9891088148241,208.058302724,26,7,7,3,358,"decane",1,1,0,0,1,1
"14365",17091,-6.3525528516349,280.054279964,31,8,9,1,283,"decane",1,1,0,0,0,0
"14366",17092,-5.91645705373198,356.033938444,36,9,13,2,527,"apin",1,2,0,1,1,0
"14367",17093,-5.40121629619798,356.033938444,36,9,13,2,283,"apin",0,1,0,1,2,0
"14368",17095,-5.37456884843878,222.001181772,21,6,9,2,297,"toluene",0,1,0,0,2,0
"14369",17096,-8.23234639173281,283.053945616,32,8,10,3,377,"apin",1,1,0,0,1,1
"14370",17098,-8.91799752517975,224.016831836,23,6,9,4,477,"toluene",2,0,0,0,2,0
"14371",17099,-7.8832953350919,271.017560108,27,6,11,3,840,"toluene",0,0,2,0,1,0
"14372",17100,-9.97622987464385,220.021917216,23,7,8,3,114,"toluene",0,0,1,0,1,1
"14373",17101,-8.25744035676805,252.011746456,25,7,10,3,566,"toluene",0,1,1,0,2,0
"14374",17102,0.612985923369618,192.985866056,16,4,8,1,64,"toluene",0,1,0,0,1,0
"14375",17103,-5.76457886443848,316.002638316,29,6,13,3,281,"toluene",1,0,0,0,1,1
"14376",17104,-7.31442698787976,222.99643074,20,5,9,3,132,"toluene",1,0,2,0,0,0
"14377",17105,-7.20339589597531,263.064116376,31,9,8,2,81,"apin",0,1,1,0,1,0
"14378",17106,-5.24029939205632,341.981902872,29,7,14,2,223,"toluene",0,1,1,1,1,0
"14379",17107,-8.56809007314579,316.002638316,29,6,13,3,266,"toluene",1,0,0,0,2,0
"14380",17108,-8.22701766436018,180.027002596,20,5,7,4,274,"toluene",2,0,1,0,1,0
"14381",17109,-7.01131579654116,176.068473484,24,7,5,2,257,"decane",1,1,0,0,1,0
"14382",17110,-9.2794746311884,312.991739284,28,7,13,3,283,"toluene",0,2,1,0,2,0
"14383",17111,-4.27155913680457,308.085580092,37,10,9,1,331,"decane",1,2,0,0,0,0
"14384",17112,-4.77150746192418,314.02337376,31,7,12,2,348,"apin",1,1,0,1,1,0
"14385",17113,-3.1133977067382,293.997159012,26,7,11,1,11,"toluene",1,0,0,1,0,0
"14386",17114,-4.32998429397777,225.012080804,22,5,9,3,30,"toluene",2,0,0,0,0,1
"14387",17115,-1.25235633398749,237.012080804,23,6,9,3,104,"toluene",2,1,0,0,0,1
"14388",17116,-2.73675332531257,207.074287136,27,7,6,1,70,"decane",0,1,0,0,1,0
"14389",17117,-5.27078047540149,294.9811746,25,7,12,3,408,"toluene",1,2,1,0,0,1
"14390",17118,-8.15575309449273,240.011746456,24,6,10,3,250,"toluene",1,2,0,0,1,1
"14391",17119,-1.34621749089774,311.971338188,25,6,13,0,75,"toluene",0,2,0,1,0,0
"14392",17121,-5.42868044797426,282.9811746,24,6,12,3,255,"toluene",2,1,0,1,1,0
"14393",17123,-4.55732465500688,293.997159012,26,7,11,1,15,"toluene",1,2,0,0,0,0
"14394",17124,-7.82266962137592,220.021917216,23,7,8,3,134,"",1,2,1,0,0,1
"14395",17125,-5.96587155065756,180.027002596,20,5,7,3,132,"toluene",0,0,1,0,2,0
"14396",17126,-7.78305786324522,269.001910044,25,6,11,3,437,"toluene",2,1,0,0,1,0
"14397",17127,-6.04308608214659,343.997552936,31,7,14,3,255,"toluene",1,0,1,1,1,0
"14398",17128,-4.54654001146431,249.012080804,24,7,9,1,102,"toluene",1,2,0,0,0,0
"14399",17129,-7.18528924723967,310.97608922,26,7,13,2,135,"toluene",0,0,0,1,1,1
"14400",17131,-5.16722794603567,267.022645488,27,7,10,2,280,"apin",0,1,0,0,1,1
"14401",17132,-2.82841639254751,313.986988252,27,6,13,1,202,"toluene",0,0,1,1,0,0
"14402",17133,-8.68518393831922,310.97608922,26,7,13,3,210,"toluene",0,0,1,1,1,1
"14403",17134,-4.34187233872121,224.016831836,23,6,9,3,121,"toluene",1,2,0,0,2,0
"14404",17135,-7.01507352724442,309.992073632,27,7,12,2,105,"toluene",1,0,0,0,0,1
"14405",17136,-6.47003762414115,178.011352532,18,5,7,2,29,"toluene",1,0,0,0,0,1
"14406",17137,-1.91460743698085,331.961167428,26,5,15,2,428,"toluene",0,0,0,1,2,0
"14407",17138,-5.81335623299029,356.033938444,36,9,13,2,587,"apin",1,1,0,1,1,0
"14408",17139,-3.89140118051588,192.985866056,16,4,8,2,16,"toluene",0,0,1,0,0,1
"14409",17140,-6.31216164453725,206.006267152,20,6,8,2,94,"toluene",0,1,0,0,1,1
"14410",17142,-7.65379674875631,294.9811746,25,7,12,2,66,"toluene",0,1,0,1,1,1
"14411",17143,-4.89792818697048,249.048466312,28,8,8,1,114,"decane",0,2,0,0,0,1
"14412",17144,-3.50417713179033,199.995702468,18,7,7,2,5,"toluene",2,3,0,0,0,0
"14413",17145,-6.33105166075802,357.976817492,30,7,15,3,481,"toluene",1,1,1,1,1,0
"14414",17146,-3.8237632080035,222.001181772,21,6,9,4,54,"toluene",1,0,1,0,1,1
"14415",17147,-12.5398398779509,283.017560108,28,7,11,4,376,"toluene",2,0,1,0,1,0
"14416",17149,-3.65165014987414,267.022645488,27,7,10,2,275,"apin",1,2,0,1,1,0
"14417",17150,-8.51937765975853,309.06959568,36,10,10,2,307,"apin",0,1,0,0,1,1
"14418",17152,-4.3562192333952,342.054673888,37,9,12,1,416,"apin",0,2,0,0,1,0
"14419",17153,-2.95927848212399,341.981902872,29,7,14,2,286,"toluene",1,1,0,1,1,0
"14420",17154,-6.99944054566818,225.012080804,22,5,9,3,461,"toluene",1,0,0,0,2,0
"14421",17155,-0.526154296002752,215.079372516,28,9,5,0,4,"apin",0,1,0,0,0,0
"14422",17157,-7.77867442845337,253.006995424,24,6,10,3,531,"toluene",2,1,0,0,1,0
"14423",17158,-3.07373287354724,343.961167428,27,6,15,3,199,"toluene",2,2,0,1,1,0
"14424",17159,-8.73204178786401,277.07976644,34,10,8,2,222,"apin",0,1,1,0,1,0
"14425",17160,-6.32485572785357,310.064844648,35,9,10,1,259,"apin",0,2,0,0,1,0
"14426",17161,-2.09412576824245,158.0579088,21,7,4,1,20,"apin",0,2,1,0,0,0
"14427",17162,-1.83713293089111,158.021523292,17,6,5,1,17,"toluene",0,2,1,0,0,0
"14428",17163,-5.39625058503117,219.074287136,28,8,6,1,157,"decane",1,1,0,0,0,0
"14429",17164,-4.92436225954015,222.001181772,21,6,9,2,222,"toluene",1,1,0,0,0,1
"14430",17165,-7.27272611262354,312.007723696,29,7,12,2,282,"toluene",2,0,0,0,0,0
"14431",17166,-1.66186401286813,295.976423568,24,6,12,1,195,"toluene",0,2,0,0,1,0
"14432",17167,-5.87240276003663,368.033938444,37,10,13,2,492,"apin",1,2,1,1,0,0
"14433",17168,-2.92329717215137,313.986988252,27,6,13,2,83,"toluene",0,1,0,0,2,0
"14434",17169,-3.14940046461426,311.971338188,25,6,13,1,325,"toluene",0,2,1,0,0,0
"14435",17170,-6.53382652167968,309.992073632,27,7,12,2,314,"toluene",0,1,2,0,0,0
"14436",17172,-7.36011150297027,235.032816248,25,7,8,2,377,"apin",1,1,1,0,0,0
"14437",17173,-1.83128555463368,179.042987008,21,5,6,1,51,"decane",0,0,0,0,1,0
"14438",17174,-4.52970535583318,192.027002596,21,6,7,3,128,"toluene",2,1,0,0,0,1
"14439",17175,-0.0606574652860826,280.965524536,22,6,12,1,60,"toluene",0,2,0,1,1,0
"14440",17176,-6.93625122387568,281.001910044,26,7,11,3,386,"toluene",1,2,1,0,1,0
"14441",17177,-7.03029136347831,325.0645103,37,10,11,3,789,"apin",2,2,0,1,1,0
"14442",17178,-6.106902840053,343.997552936,31,7,14,3,227,"toluene",2,0,0,0,0,1
"14443",17179,-6.72517793495223,283.017560108,28,7,11,2,527,"apin",0,1,0,1,2,0
"14444",17180,-4.01255338487221,354.054673888,38,10,12,1,308,"apin",0,1,0,1,1,0
"14445",17181,-7.72192121659261,267.059030996,31,8,9,2,170,"apin",0,1,0,0,1,1
"14446",17182,-7.62606585699354,246.073952788,31,10,7,2,283,"apin",1,2,0,0,0,1
"14447",17183,-4.73053690088116,160.037173356,19,6,5,2,51,"toluene",0,0,1,0,1,0
"14448",17184,-5.49273493264633,300.991739284,27,6,13,3,418,"toluene",1,0,0,1,2,0
"14449",17185,-1.34433676180003,297.992073632,26,6,12,1,177,"toluene",0,1,0,1,1,0
"14450",17186,-3.88201331540064,267.981508948,22,5,11,2,96,"toluene",1,1,0,0,0,1
"14451",17187,-8.262825677963,277.07976644,34,10,8,2,298,"apin",1,2,1,0,0,0
"14452",17188,-3.86857748262993,315.966252808,25,5,14,2,87,"toluene",1,0,0,1,0,1
"14453",17189,-8.08196305928804,270.9811746,23,5,12,3,77,"toluene",0,0,0,0,1,2
"14454",17190,-4.56027860636214,312.007723696,29,7,12,2,133,"toluene",1,0,1,1,0,0
"14455",17191,-6.08601864336535,284.996824664,26,6,12,3,298,"toluene",0,0,1,1,2,0
"14456",17192,-9.96925229202506,210.001181772,20,5,9,3,277,"toluene",0,1,2,0,1,0
"14457",17193,-2.32008091384888,231.074287136,29,9,6,1,5,"apin",0,1,0,0,1,0
"14458",17194,-8.10148970664072,359.992467556,32,7,15,4,369,"toluene",2,0,1,1,1,0
"14459",17196,-4.61769583813636,341.981902872,29,7,14,2,402,"toluene",1,2,0,1,1,0
"14460",17197,-11.9948403803134,240.011746456,24,6,10,5,1331,"toluene",2,2,1,0,2,0
"14461",17198,-6.25898625436523,221.017166184,22,6,8,2,165,"toluene",0,0,1,0,1,0
"14462",17199,-0.0723068190304947,297.992073632,26,6,12,0,63,"toluene",0,1,0,1,0,0
"14463",17200,-4.20304056122641,266.98625998,23,6,11,2,380,"toluene",0,2,0,0,2,0
"14464",17201,-5.34192961449428,278.98625998,24,7,11,1,306,"toluene",0,1,1,0,0,0
"14465",17202,-4.77281077095278,191.990617088,17,5,8,3,79,"toluene",0,1,2,0,0,1
"14466",17203,-4.47614253491647,221.017166184,22,6,8,2,67,"toluene",0,1,1,0,1,0
"14467",17204,-2.72048422063592,190.011352532,19,6,7,2,61,"toluene",1,0,0,0,0,1
"14468",17206,-2.7274770927139,233.053551692,27,8,7,1,85,"apin",1,2,0,0,0,0
"14469",17207,-6.30531049186698,265.116151948,37,10,7,2,230,"decane",1,1,0,0,1,0
"14470",17208,-2.67817845091528,253.006995424,24,6,10,2,87,"toluene",0,1,0,0,1,1
"14471",17209,-5.54277212538441,282.9811746,24,6,12,2,89,"toluene",1,1,0,1,0,1
"14472",17213,-2.47754900622424,187.995702468,17,6,7,1,14,"toluene",0,3,1,0,0,0
"14473",17214,-3.01388206070358,180.027002596,20,5,7,3,95,"toluene",1,1,0,0,1,1
"14474",17215,0.492995036183353,223.991679708,19,4,9,1,2,"toluene",1,0,0,0,0,0
"14475",17216,-6.59207959701279,270.9811746,23,5,12,4,187,"toluene",2,0,1,0,1,0
"14476",17217,-5.29902831949337,247.105587264,34,10,6,1,161,"decane",1,2,0,0,0,0
"14477",17218,0.904696971710217,224.975695296,18,4,10,2,24,"toluene",1,0,0,1,1,0
"14478",17219,-4.34341143712865,266.98625998,23,6,11,2,54,"toluene",1,2,0,0,0,1
"14479",17220,-7.55675497290289,267.022645488,27,7,10,2,299,"apin",0,2,0,0,1,1
"14480",17221,-4.14860263575999,298.97608922,25,6,13,3,259,"toluene",2,2,0,1,1,0
"14481",17222,-11.8273568352621,238.0324819,26,7,9,4,283,"toluene",1,0,1,0,1,1
"14482",17223,-13.6974735520959,295.090331124,37,10,9,3,794,"decane",2,2,0,0,1,0
"14483",17224,-2.66057122204724,267.059030996,31,8,9,2,163,"apin",0,1,0,0,1,1
"14484",17226,-6.26920123323146,284.085580092,35,8,9,2,240,"decane",1,0,0,0,1,0
"14485",17227,-3.70822515933366,150.016437912,16,4,6,2,34,"toluene",0,0,1,0,1,0
"14486",17228,-7.83882754271727,212.016831836,22,5,9,4,263,"toluene",2,0,0,0,2,0
"14487",17229,-4.73585907513595,278.98625998,24,7,11,1,53,"toluene",0,0,1,1,0,0
"14488",17230,-4.5058934501196,233.017166184,23,7,8,1,148,"toluene",1,2,0,0,0,0
"14489",17232,-5.26157545069652,207.074287136,27,7,6,2,189,"decane",1,0,1,0,0,0
"14490",17233,-2.12805474168666,343.997552936,31,7,14,3,243,"toluene",2,0,0,1,1,0
"14491",17234,1.75534691388956,170.130679816,30,10,2,0,8,"decane",0,2,0,0,0,0
"14492",17235,-5.89686722145961,284.049194584,31,7,10,2,112,"apin",0,0,0,0,2,0
"14493",17236,-5.61005776176282,246.99643074,22,7,9,1,9,"toluene",0,2,1,0,0,0
"14494",17237,-4.68443763621834,190.120509056,31,9,4,2,220,"decane",1,1,0,0,1,0
"14495",17238,-2.27886032538046,218.006267152,21,7,8,1,72,"toluene",0,2,0,0,1,0
"14496",17239,-2.2914057572246,266.98625998,23,6,11,2,242,"toluene",0,2,0,0,2,0
"14497",17240,-3.48284767685705,329.981902872,28,6,14,3,246,"toluene",3,0,0,1,0,0
"14498",17241,-6.26513367848918,220.13107374,35,10,5,2,195,"decane",0,1,0,0,2,0
"14499",17242,-4.67534823559688,206.04265266,24,7,7,2,154,"apin",0,2,0,0,1,1
"14500",17243,-8.46647645329939,316.002638316,29,6,13,4,171,"toluene",3,0,0,0,1,0
"14501",17244,-5.53976128530216,312.007723696,29,7,12,2,176,"toluene",1,0,1,1,0,0
"14502",17247,-4.90257133961775,331.997552936,30,6,14,3,409,"toluene",1,0,0,1,1,1
"14503",17248,-7.45169628666042,241.07976644,31,7,8,3,492,"decane",1,0,0,0,2,0
"14504",17249,-3.47173180791213,324.044109204,34,9,11,1,189,"apin",1,2,0,1,0,0
"14505",17250,-9.23301047386001,314.059759268,35,8,11,3,719,"apin",1,0,1,0,1,0
"14506",17253,-4.84594819834701,208.021917216,22,6,8,3,215,"toluene",1,0,0,0,1,1
"14507",17254,-4.00829522895603,296.996824664,27,7,12,2,243,"toluene",0,1,0,1,2,0
"14508",17255,-3.9506230307531,296.012809076,28,7,11,2,154,"toluene",2,0,0,0,0,0
"14509",17256,-7.00440051565059,269.001910044,25,6,11,2,340,"toluene",1,1,0,0,1,0
"14510",17257,-12.9782981169068,234.99643074,21,6,9,3,77,"toluene",1,0,1,0,1,0
"14511",17258,-8.58529227606493,294.9811746,25,7,12,3,428,"toluene",1,0,2,1,0,0
"14512",17259,-5.89063498412842,345.976817492,29,6,15,3,255,"toluene",2,0,0,1,1,0
"14513",17261,-2.40955284691383,238.04371528,26,6,8,1,176,"decane",1,1,0,0,0,0
"14514",17262,-3.163224879798,316.002638316,29,6,13,2,96,"toluene",0,1,0,0,2,0
"14515",17263,-4.00319269724598,338.059759268,37,10,11,1,288,"apin",0,2,0,0,1,0
"14516",17264,-5.54021529322183,281.001910044,26,7,11,2,458,"toluene",0,1,1,0,1,0
"14517",17265,-8.53398375090919,315.007389348,30,7,13,4,566,"toluene",1,0,0,0,2,1
"14518",17266,-6.71180094098508,325.986988252,28,7,13,2,243,"toluene",0,2,1,0,1,0
"14519",17267,-1.69147116752377,327.966252808,26,6,14,2,201,"toluene",1,1,0,1,1,0
"14520",17270,-9.00065182724343,237.996096392,22,6,10,4,409,"toluene",1,0,2,0,1,0
"14521",17271,-8.48019837867453,192.027002596,21,6,7,3,291,"toluene",1,0,1,0,1,0
"14522",17273,-4.27868070330956,231.985531708,20,7,9,2,42,"toluene",0,0,1,0,0,1
"14523",17274,-4.51778532376204,239.027730868,25,6,9,2,203,"toluene",1,0,0,0,1,0
"14524",17275,-2.27719649999667,174.016437912,18,6,6,1,12,"toluene",1,2,0,0,0,0
"14525",17277,-7.32785609450809,270.9811746,23,5,12,3,300,"toluene",0,0,1,0,1,1
"14526",17278,-5.03056314397514,297.06959568,35,9,10,3,595,"apin",1,1,0,0,2,0
"14527",17279,-5.5403557749965,311.048860236,34,9,11,3,555,"apin",1,1,1,1,1,0
"14528",17280,-9.65494946816964,329.981902872,28,6,14,3,211,"toluene",2,0,1,1,0,0
"14529",17282,-9.4023356947055,284.996824664,26,6,12,3,183,"toluene",1,1,0,0,1,1
"14530",17283,-5.04846453317458,283.053945616,32,8,10,2,78,"apin",0,0,0,1,1,1
"14531",17284,-5.94747624513917,190.011352532,19,6,7,2,12,"toluene",1,1,0,0,0,1
"14532",17285,-9.09474166734426,312.991739284,28,7,13,3,661,"toluene",1,1,1,0,0,1
"14533",17286,-5.53024461409336,326.059759268,36,9,11,1,321,"apin",1,1,0,0,0,0
"14534",17289,-4.36285052000086,370.049588508,39,10,13,1,125,"apin",0,0,0,1,1,0
"14535",17290,-0.39232387725258,219.00151612,20,6,8,1,29,"toluene",1,0,0,1,0,0
"14536",17291,-5.24864760968883,190.011352532,19,6,7,2,75,"toluene",0,0,1,0,1,0
"14537",17292,-3.4958656281828,284.996824664,26,6,12,3,221,"toluene",2,1,0,1,1,0
"14538",17293,-10.3542541333661,234.001181772,22,7,9,3,194,"toluene",1,1,2,0,0,0
"14539",17294,-9.96391315952747,293.07468106,35,10,9,2,597,"apin",1,2,0,0,1,0
"14540",17296,-3.29689438772178,312.044109204,33,8,11,1,246,"apin",0,0,0,1,1,0
"14541",17297,-3.71848771881132,209.017166184,21,5,8,2,170,"toluene",0,0,1,0,1,0
"14542",17298,-10.3207062738092,271.053945616,31,7,10,3,690,"apin",0,0,0,0,3,0
"14543",17299,0.721540135733797,192.985866056,16,4,8,2,62,"toluene",1,1,0,0,1,0
"14544",17300,-3.95622403307231,239.027730868,25,6,9,2,70,"toluene",1,0,0,0,1,0
"14545",17303,-5.0323318650752,242.0386299,26,5,9,2,381,"decane",1,0,0,0,1,0
"14546",17304,-7.90093919949381,204.027002596,22,7,7,2,160,"toluene",0,1,1,0,1,0
"14547",17305,0.781042571167901,341.945517364,25,6,15,1,79,"toluene",1,1,0,2,0,0
"14548",17306,-6.41901890228078,343.997552936,31,7,14,3,130,"toluene",2,0,0,1,1,0
"14549",17309,-6.96168610719656,283.017560108,28,7,11,3,453,"apin",1,1,1,1,1,0
"14550",17310,-6.85883383203526,357.976817492,30,7,15,3,72,"toluene",2,1,0,1,1,0
"14551",17311,-5.85582686956229,208.021917216,22,6,8,2,55,"toluene",0,1,0,0,1,1
"14552",17312,-10.1422874229268,236.016831836,24,7,9,3,338,"toluene",1,1,2,0,0,0
"14553",17313,0.551166258942948,233.053551692,27,8,7,0,11,"apin",0,1,0,1,0,0
"14554",17316,3.25543894846555,163.048072388,20,5,5,1,24,"apin",1,0,0,0,0,0
"14555",17317,-7.01661090936954,313.986988252,27,6,13,3,217,"toluene",1,0,0,0,1,1
"14556",17318,-9.40928110000425,281.001910044,26,7,11,3,412,"toluene",0,0,1,0,2,0
"14557",17320,-3.08983242087588,295.976423568,24,6,12,1,23,"toluene",0,2,0,0,0,1
"14558",17323,-4.51618689788412,219.074287136,28,8,6,1,98,"decane",0,1,1,0,0,0
"14559",17324,-2.89510817632779,269.001910044,25,6,11,2,91,"toluene",0,1,0,0,2,0
"14560",17325,-8.13309730818933,234.99643074,21,6,9,3,171,"toluene",1,0,2,0,0,0
"14561",17327,-9.1632027498301,267.022645488,27,7,10,3,283,"apin",1,0,1,0,0,1
"14562",17328,-6.21789294898663,308.085580092,37,10,9,1,250,"decane",1,2,0,0,0,0
"14563",17329,-3.75679804459505,308.049194584,33,9,10,1,58,"apin",0,2,0,0,1,0
"14564",17330,0.132653252798993,331.961167428,26,5,15,4,131,"toluene",3,0,1,1,0,0
"14565",17331,-10.109980143278,220.021917216,23,7,8,3,107,"toluene",0,0,1,0,2,0
"14566",17332,-6.21392119064291,341.981902872,29,7,14,2,477,"toluene",1,0,0,1,1,0
"14567",17333,-3.01226997621256,325.986988252,28,7,13,2,124,"toluene",1,1,0,1,1,0
"14568",17335,-5.39026664000884,322.064844648,36,10,10,2,61,"apin",1,1,0,0,1,0
"14569",17336,-4.11457597083159,221.053551692,26,7,7,1,98,"apin",0,0,0,0,1,0
"14570",17337,-3.10576299408553,223.105587264,32,8,6,2,188,"decane",1,0,0,0,1,0
"14571",17338,0.500814185741148,312.007723696,29,7,12,1,81,"apin",1,1,0,2,0,0
"14572",17339,-1.70477594153769,225.048466312,26,6,8,2,151,"apin",1,0,0,1,1,0
"14573",17340,-4.391633315553,250.99134536,22,6,10,1,70,"toluene",1,1,0,0,0,0
"14574",17342,-9.94716521107342,279.095416504,36,10,8,2,234,"apin",1,1,0,0,0,1
"14575",17343,-9.52163547995624,299.012474728,29,7,12,3,183,"toluene",1,0,0,0,1,1
"14576",17344,-3.49618395978285,278.98625998,24,7,11,1,243,"toluene",0,2,1,0,0,0
"14577",17345,-8.81414270201181,208.021917216,22,6,8,3,102,"toluene",1,0,1,0,1,0
"14578",17346,-5.35514688428864,301.986988252,26,5,13,3,157,"toluene",2,0,0,1,1,0
"14579",17347,-2.70574335044971,242.98625998,21,4,11,4,38,"toluene",3,0,0,0,0,1
"14580",17348,-4.01090549392408,180.027002596,20,5,7,3,38,"toluene",2,1,0,0,1,0
