ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
17455,-2.0777061830973573,341.981902872,29,7,14,2,1,222.0,40.0,toluene,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
17456,-4.875332673785928,207.00151612,19,5,8,1,2,102.0,40.0,toluene,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
17458,-6.159117129677608,326.059759268,36,9,11,2,2,740.0,40.0,apin,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0
17460,-6.090294364538492,270.98117460000003,23,5,12,1,3,140.0,11.0,toluene,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0
17461,-9.280455955417555,297.10598118800004,39,10,9,1,3,645.0,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0
17462,-6.868563627622391,267.022645488,27,7,10,1,3,235.0,40.0,toluene,0,0,1,1,1,0,0,1,0,1,0,0,0,2,0,0
17465,-6.809030980284078,234.99643074,21,6,9,1,2,124.0,40.0,toluene,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0
17466,-8.275171829756479,312.04410920399994,33,8,11,2,2,124.0,12.0,apin,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
17467,-8.174672617862775,237.012080804,23,6,9,1,3,256.0,40.0,toluene,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0
17468,-6.978008937005106,341.981902872,29,7,14,2,3,333.0,34.0,toluene,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0
17469,-7.376371303386681,237.012080804,23,6,9,1,4,31.0,5.0,toluene,1,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0
17470,-1.0457773336665075,297.992073632,26,6,12,2,0,65.0,40.0,toluene,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0
17471,-2.8514042210870265,329.9819028719999,28,6,14,2,2,372.0,30.0,toluene,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
17473,-5.364527377200042,298.97608921999995,25,6,13,1,3,136.0,10.0,toluene,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
17474,-8.140352365747257,257.00191004400006,24,5,11,1,4,407.0,11.0,toluene,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0
17475,-5.438520552794366,299.012474728,29,7,12,1,3,549.0,40.0,toluene,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0
17476,-2.1530288694515436,295.976423568,24,6,12,2,2,70.0,3.0,toluene,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0
17478,-7.3392056840559725,287.012474728,28,6,12,1,4,700.0,2.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0
17480,-2.718828448622939,313.986988252,27,6,13,2,2,259.0,23.0,toluene,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0
17481,-9.611263712886517,356.0339384439999,36,9,13,2,2,589.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0
17482,-11.340960857541095,267.022645488,27,7,10,1,4,432.0,7.0,toluene,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0
17483,-3.4580689543267993,308.049194584,33,9,10,2,1,57.0,40.0,apin,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
17485,-4.414373727959143,190.011352532,19,6,7,0,2,98.0,40.0,toluene,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
17486,-5.907792328408751,265.006995424,25,7,10,1,2,250.0,40.0,toluene,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,0
17487,-6.065435655228514,359.9924675559999,32,7,15,2,3,339.0,11.0,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
17488,-5.664748911944741,234.99643074,21,6,9,1,2,100.0,38.0,toluene,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
17489,-9.09063804317537,297.06959568,35,9,10,1,3,204.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0
17490,-1.8105912830217539,272.012809076,26,5,11,2,2,214.0,40.0,apin,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
17492,-3.565307088066881,324.044109204,34,9,11,2,1,193.0,40.0,apin,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
17495,-8.476661766278866,224.016831836,23,6,9,0,4,280.0,16.0,toluene,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0
17496,-1.4182628562704473,341.9819028719999,29,7,14,2,1,300.0,40.0,toluene,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
17497,-8.18263075411355,313.98698825199995,27,6,13,2,3,174.0,13.0,toluene,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
17499,-10.405749424312289,283.01756010800005,28,7,11,1,4,116.0,5.0,toluene,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0
17500,-2.0063962144657466,282.03354452,29,7,10,2,1,32.0,30.0,apin,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17501,-1.3231867093455105,219.00151612,20,6,8,1,1,50.0,24.0,toluene,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
17502,-10.484588285835946,254.02739652,27,7,10,0,4,622.0,16.0,toluene,0,0,2,1,1,0,1,0,0,0,0,0,0,2,0,0
17503,-5.384038603600014,295.053945616,33,9,10,1,2,203.0,40.0,apin,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
17504,-2.010548194443054,311.971338188,25,6,13,2,1,23.0,5.0,toluene,0,0,0,1,2,0,0,0,2,0,0,0,1,1,0,0
17505,-6.781179948056947,235.032816248,25,7,8,1,2,47.0,10.0,apin,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
17507,-1.8944992701627756,282.9811746,24,6,12,1,2,187.0,33.0,toluene,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0
17508,-2.271478130663496,234.99643074,21,6,9,1,2,81.0,4.0,toluene,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0
17509,-2.649769683418413,190.011352532,19,6,7,0,2,70.0,8.0,toluene,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0
17511,-5.283215875537588,277.07976644,34,10,8,1,1,289.0,40.0,apin,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0
17512,-0.9773581029189664,267.981508948,22,5,11,2,0,29.0,29.0,toluene,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0
17513,-6.0833370793370385,294.9811746,25,7,12,1,2,143.0,37.0,toluene,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0
17514,-8.738744895089516,206.006267152,20,6,8,0,3,180.0,29.0,toluene,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0
17515,-6.940073242538706,234.99643074,21,6,9,1,2,87.0,27.0,toluene,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
17516,-2.2041094953044267,174.089208928,26,8,4,0,1,39.0,31.0,apin,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
17518,-2.8641818944360504,266.98625998000006,23,6,11,1,2,226.0,34.0,toluene,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0
17519,-5.755546502173052,238.99134536,21,5,10,1,3,198.0,40.0,toluene,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
17520,-4.08538209166349,338.05975926799994,37,10,11,2,1,37.0,31.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
17521,-6.446778093659304,293.07468106000005,35,10,9,1,2,488.0,24.0,apin,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0
17523,-7.257042541090208,237.99609639200003,22,6,10,0,3,247.0,40.0,toluene,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0
17524,-2.158140989183124,327.9662528079999,26,6,14,2,2,197.0,39.0,toluene,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0
17525,-1.007820843470606,247.069201756,30,9,7,1,2,57.0,12.0,apin,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
17526,-7.167979954542411,297.992073632,26,6,12,2,3,30.0,6.0,toluene,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0
17527,-2.845160153606878,280.965524536,22,6,12,1,2,310.0,40.0,toluene,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0
17528,-5.8903666568238116,262.99134536,23,7,10,1,2,300.0,40.0,toluene,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0
17529,-2.7541732010507283,264.97060991600006,21,6,11,1,1,73.0,40.0,toluene,0,0,0,2,2,0,0,0,0,1,0,0,1,0,1,0
17530,-5.452939131278622,342.054673888,37,9,12,2,2,417.0,40.0,apin,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
17531,-2.9859440565646005,233.126322708,35,10,5,1,1,112.0,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
17532,-4.200139564855235,338.05975926799994,37,10,11,2,1,339.0,40.0,apin,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0
17533,-7.519445958620734,251.027730868,26,7,9,1,3,68.0,19.0,toluene,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0
17534,-6.526365899450254,263.064116376,31,9,8,1,2,273.0,40.0,apin,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0
17535,-5.0660821220528645,298.02845914,30,7,11,2,2,296.0,40.0,apin,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
17536,-8.744109208049128,252.011746456,25,7,10,0,4,1212.0,6.0,toluene,0,0,2,1,3,0,0,0,0,0,0,0,0,2,0,0
17538,-2.083288009257945,192.027002596,21,6,7,0,2,26.0,4.0,toluene,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
17539,-1.4169268807685778,279.05903099600005,32,9,9,1,1,27.0,5.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
17540,-7.949919112618244,324.080494712,38,10,10,2,1,327.0,40.0,decane,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
17542,-6.790005636377765,234.001181772,22,7,9,0,2,89.0,13.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
17546,-2.136668222025245,327.9662528079999,26,6,14,2,2,200.0,32.0,toluene,0,0,2,1,0,0,2,0,1,0,0,1,0,0,0,0
17548,-6.547405423595474,293.07468106,35,10,9,1,2,52.0,4.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
17550,-3.9175359109098973,298.02845914,30,7,11,2,2,298.0,40.0,apin,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0
17552,-3.8898322026439267,297.992073632,26,6,12,2,1,55.0,12.0,toluene,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0
17554,-0.021293622456265558,219.00151612,20,6,8,1,1,42.0,15.0,toluene,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0
17555,-3.917541304412968,268.05427996400005,30,7,9,2,1,137.0,40.0,apin,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
17556,-9.02336108569139,194.079038168,27,7,6,0,3,243.0,14.0,decane,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
17557,-5.333658690513953,286.97608922,24,5,13,1,3,76.0,7.0,toluene,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
17558,-3.5126265620770045,308.049194584,33,9,10,2,1,67.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
17560,-8.155632178291157,281.001910044,26,7,11,1,3,301.0,40.0,toluene,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0
17561,-4.115738000846536,234.99643074,21,6,9,1,2,10.0,7.0,toluene,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
17562,-9.450682167978755,312.991739284,28,7,13,1,3,469.0,40.0,toluene,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
17563,-7.5063267523426696,207.985531708,18,5,9,0,3,44.0,13.0,toluene,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
17564,-1.3368910931676121,193.022251564,20,5,7,1,2,71.0,14.0,toluene,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0
17565,-5.173532639790211,265.006995424,25,7,10,1,2,289.0,40.0,toluene,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0
17566,-9.803167816255113,280.079432092,35,10,9,0,4,643.0,18.0,apin,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0
17567,-8.332031648260685,283.017560108,28,7,11,1,3,549.0,40.0,toluene,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
17568,-3.9703170117022646,329.9819028719999,28,6,14,2,2,373.0,40.0,toluene,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
17569,-5.646271333178365,312.991739284,28,7,13,1,3,410.0,40.0,toluene,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0
17570,-9.888294519876668,354.0546738879999,38,10,12,2,2,439.0,12.0,apin,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0
17574,-2.6319446184542854,199.995702468,18,7,7,0,1,55.0,38.0,toluene,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
17575,-5.918995842609598,210.001181772,20,5,9,0,3,375.0,40.0,toluene,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
17576,-8.05521651267741,255.022645488,26,6,10,1,3,117.0,5.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
17577,-8.650619094837689,298.97608921999995,25,6,13,1,3,117.0,6.0,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0
17578,-9.78622755484265,326.096144776,40,10,10,2,2,441.0,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
17579,-4.126774815724045,296.99682466400003,27,7,12,1,1,114.0,40.0,toluene,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0
17581,-6.395250288277735,310.97608921999995,26,7,13,1,3,321.0,6.0,toluene,0,0,3,0,2,0,2,0,0,0,0,1,0,0,0,0
17583,-3.4537469841243857,311.97133818799995,25,6,13,2,3,8.0,4.0,toluene,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0
17584,-4.744227168984389,292.090665472,36,10,8,2,1,88.0,40.0,apin,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
17585,-4.101512927999235,357.97681749199995,30,7,15,2,2,236.0,19.0,toluene,0,0,1,0,2,0,0,0,1,0,0,1,1,1,0,0
17587,-7.347741085639002,331.96116742799995,26,5,15,2,3,545.0,16.0,toluene,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0
17589,-5.774276183402483,237.012080804,23,6,9,1,2,154.0,40.0,toluene,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0
17590,-9.60492104144014,328.00263831599995,30,7,13,2,3,276.0,14.0,toluene,0,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0
17591,-4.706319481064955,269.00191004400006,25,6,11,1,2,121.0,11.0,toluene,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
17592,-6.239354157313008,341.981902872,29,7,14,2,2,70.0,3.0,toluene,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0
17593,-11.41216366102601,283.017560108,28,7,11,1,4,690.0,4.0,toluene,0,0,2,0,1,0,0,1,0,1,0,0,0,2,0,0
17594,-5.426309240414933,308.085580092,37,10,9,2,2,26.0,8.0,apin,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
17595,-7.289972321180489,312.991739284,28,7,13,1,3,378.0,35.0,toluene,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
17596,-6.483514477736859,180.027002596,20,5,7,0,3,175.0,32.0,toluene,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
17597,-7.9718061031199765,287.012474728,28,6,12,1,4,726.0,8.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0
17598,-4.195369005751261,296.99682466400003,27,7,12,1,2,69.0,28.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
17599,-7.975966116636404,308.085580092,37,10,9,2,1,313.0,40.0,apin,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
17600,-1.5778189912640295,232.980780676,19,6,9,1,1,12.0,12.0,toluene,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0
17602,-7.820148840609189,249.012080804,24,7,9,1,2,75.0,14.0,toluene,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0
17603,-5.564066368509535,296.99682466400003,27,7,12,1,2,234.0,40.0,toluene,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0
17604,-6.3870692958246345,309.992073632,27,7,12,2,2,22.0,5.0,toluene,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
17605,-7.736896213175895,186.016437912,19,7,6,0,2,18.0,7.0,toluene,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
17606,-6.297102626881315,294.9811746,25,7,12,1,2,61.0,32.0,toluene,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
17607,-7.716307571017998,237.012080804,23,6,9,1,3,95.0,22.0,toluene,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0
17608,-8.269803241764079,267.022645488,27,7,10,1,3,274.0,6.0,toluene,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0
17610,-7.7103837979316365,251.100501884,34,9,7,1,2,378.0,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
17611,-0.7926033529732253,238.99134536000005,21,5,10,1,2,9.0,1.0,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
17612,-9.109700413261569,234.001181772,22,7,9,0,3,327.0,40.0,toluene,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0
17613,-5.671850428004496,282.98117460000003,24,6,12,1,3,239.0,40.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,1,2,0,0
17614,-11.12230325686616,312.99173928399995,28,7,13,1,4,406.0,4.0,toluene,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0
17615,-1.9291866752933282,327.9662528079999,26,6,14,2,1,202.0,40.0,toluene,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
17616,-6.3150168716372965,312.007723696,29,7,12,2,2,183.0,40.0,toluene,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0
17618,-14.554761158644157,264.084517472,34,10,8,0,4,1024.0,5.0,apin,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0
17619,-3.7092327303957666,231.00151612,21,7,8,1,1,37.0,26.0,toluene,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
17620,-10.245512095439842,224.016831836,23,6,9,0,4,268.0,4.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0
17621,-0.04890562351746046,267.981508948,22,5,11,2,1,10.0,3.0,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0
17622,-4.408510409900854,266.98625998,23,6,11,1,2,63.0,16.0,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
17623,-9.245721935859622,296.996824664,27,7,12,1,2,248.0,40.0,toluene,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0
17624,-8.632369499238845,237.996096392,22,6,10,0,3,177.0,7.0,toluene,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0
17625,-5.07614269253865,282.9811746,24,6,12,1,3,660.0,40.0,toluene,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
17626,-3.62569917153306,234.99643074,21,6,9,1,2,9.0,7.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0
17628,-8.099333266415128,284.996824664,26,6,12,1,5,977.0,12.0,toluene,0,0,3,1,1,1,0,0,1,0,0,0,0,1,0,0
17629,-4.231055238040543,291.059030996,33,10,9,1,1,204.0,40.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
17630,-4.283155030612252,202.011352532,20,7,7,0,2,20.0,15.0,toluene,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0
17631,-13.77801414621056,208.021917216,22,6,8,0,4,240.0,1.0,toluene,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0
17632,-4.487516103459105,191.990617088,17,5,8,0,2,49.0,20.0,toluene,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0
17633,-6.139832297732372,237.048466312,27,7,8,1,2,438.0,40.0,decane,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
17635,-4.038887584590001,236.016831836,24,7,9,0,3,390.0,1.0,toluene,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0
17636,-4.298314309227096,278.98625998,24,7,11,1,1,131.0,40.0,toluene,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0
17637,-9.205615413018467,269.00191004400006,25,6,11,1,4,431.0,3.0,toluene,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0
17638,-8.36319881754391,296.996824664,27,7,12,1,3,240.0,22.0,toluene,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1
17639,-6.270495626559134,249.012080804,24,7,9,1,2,40.0,4.0,toluene,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
17640,-5.110248030572797,266.98625998000006,23,6,11,1,2,242.0,35.0,toluene,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0
17641,-8.36209182187018,283.01756010800005,28,7,11,1,3,349.0,9.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0
17642,-4.1443952959020605,266.98625998,23,6,11,1,2,141.0,33.0,toluene,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
17643,-1.9174847286916255,280.96552453600003,22,6,12,1,1,7.0,7.0,toluene,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0
17644,-9.193368796339932,190.011352532,19,6,7,0,3,42.0,2.0,toluene,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0
17645,-4.7110980227342925,280.054279964,31,8,9,2,1,161.0,40.0,apin,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
17646,-5.6974065999076835,272.99682466400003,25,5,12,1,4,786.0,23.0,toluene,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0
17647,-2.5972151857186114,207.037901628,23,6,7,1,1,107.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
17649,-4.903981868535299,253.043380932,28,7,9,1,2,356.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
17650,-5.568410309155206,220.094688232,31,9,6,0,2,118.0,40.0,apin,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
17651,-7.0938663471256,239.027730868,25,6,9,1,3,131.0,24.0,toluene,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0
17652,-7.282590073941494,309.992073632,27,7,12,2,2,302.0,40.0,toluene,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
17653,-5.491421306309955,174.016437912,18,6,6,0,2,43.0,12.0,toluene,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
17656,-6.082139831712873,249.012080804,24,7,9,1,2,256.0,40.0,toluene,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0
17657,-6.485384114658539,266.98625998000006,23,6,11,1,2,88.0,22.0,toluene,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
17658,-8.564087127336315,300.991739284,27,6,13,1,3,400.0,40.0,toluene,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
17660,-9.218976452257927,236.016831836,24,7,9,0,3,235.0,35.0,toluene,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
17661,-5.8318135619183975,236.016831836,24,7,9,0,3,291.0,12.0,toluene,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0
17663,-0.8737935584826818,191.0066015,18,5,7,1,1,15.0,12.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
17664,-4.719717988837318,297.992073632,26,6,12,2,4,277.0,3.0,toluene,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0
17665,-9.193547693956834,208.058302724,26,7,7,0,3,578.0,40.0,apin,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
17666,-4.072921492506147,251.064116376,30,8,8,1,1,63.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
17667,-5.967412302518937,309.992073632,27,7,12,2,2,208.0,40.0,toluene,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
17668,-12.223570788439458,271.01756010800005,27,6,11,1,5,120.0,3.0,toluene,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0
17669,-4.00792185091352,313.986988252,27,6,13,2,2,243.0,40.0,toluene,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0
17670,-4.750485021297639,234.073952788,30,9,7,0,3,93.0,40.0,apin,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
17671,-7.918762698088208,370.0495885079999,39,10,13,2,2,258.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
17672,-8.320873968448486,309.992073632,27,7,12,2,2,86.0,31.0,toluene,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
17673,-8.229271671426796,299.01247472800003,29,7,12,1,3,715.0,40.0,toluene,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0
17675,-5.883029556968259,235.105587264,33,9,6,1,2,416.0,40.0,decane,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
17676,-4.740531825307395,342.054673888,37,9,12,2,2,531.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
17677,-5.165225738989317,253.006995424,24,6,10,1,2,266.0,40.0,toluene,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
17678,-4.47753564280547,174.016437912,18,6,6,0,2,22.0,4.0,toluene,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
17679,-10.216896908188163,267.022645488,27,7,10,1,3,907.0,40.0,apin,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0
17680,-4.1742003474772,281.07468106000005,34,9,9,1,3,142.0,5.0,apin,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
17681,-11.996193114242303,281.07468106000005,34,9,9,1,3,771.0,2.0,apin,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0
17682,-10.377943277856629,341.9819028719999,29,7,14,2,3,276.0,1.0,toluene,0,0,2,1,1,0,0,1,0,1,0,1,0,1,0,0
17683,-4.484099281612509,235.069201756,29,8,7,1,1,164.0,40.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
17684,-5.254092979773063,253.006995424,24,6,10,1,2,254.0,40.0,toluene,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0
17685,-8.158667131312209,224.016831836,23,6,9,0,4,189.0,4.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0
17686,-5.051685968855623,373.9717321119999,31,7,16,2,2,728.0,40.0,toluene,0,0,0,1,1,0,1,0,1,0,0,1,0,2,0,0
17687,-8.106893849959292,296.996824664,27,7,12,1,4,462.0,9.0,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0
17688,-7.200548480614501,224.016831836,23,6,9,0,3,475.0,40.0,toluene,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0
